"","X","state","Type","Start.Date","End.Date","date","stayathome"
"Arizona.3.91",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-05-31,0
"Arizona.3.92",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-01,0
"Arizona.3.93",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-02,0
"Arizona.3.94",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-03,0
"Arizona.3.95",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-04,0
"Arizona.3.96",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-05,0
"Arizona.3.97",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-06,0
"Arizona.3.98",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-07,0
"Arizona.3.99",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-08,0
"Arizona.3.100",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-09,0
"Arizona.3.101",3,"Arizona","Stay at home",2020-03-31,2020-05-15,2020-06-10,0
"Arkansas.4",4,"Arkansas","Stay at home",NA,NA,2020-03-01,0
"Arkansas.4.1",4,"Arkansas","Stay at home",NA,NA,2020-03-02,0
"Arkansas.4.2",4,"Arkansas","Stay at home",NA,NA,2020-03-03,0
"Arkansas.4.3",4,"Arkansas","Stay at home",NA,NA,2020-03-04,0
"Arkansas.4.4",4,"Arkansas","Stay at home",NA,NA,2020-03-05,0
"Arkansas.4.5",4,"Arkansas","Stay at home",NA,NA,2020-03-06,0
"Arkansas.4.6",4,"Arkansas","Stay at home",NA,NA,2020-03-07,0
"Arkansas.4.7",4,"Arkansas","Stay at home",NA,NA,2020-03-08,0
"Arkansas.4.8",4,"Arkansas","Stay at home",NA,NA,2020-03-09,0
"Arkansas.4.9",4,"Arkansas","Stay at home",NA,NA,2020-03-10,0
"Arkansas.4.10",4,"Arkansas","Stay at home",NA,NA,2020-03-11,0
"Arkansas.4.11",4,"Arkansas","Stay at home",NA,NA,2020-03-12,0
"Arkansas.4.12",4,"Arkansas","Stay at home",NA,NA,2020-03-13,0
"Arkansas.4.13",4,"Arkansas","Stay at home",NA,NA,2020-03-14,0
"Arkansas.4.14",4,"Arkansas","Stay at home",NA,NA,2020-03-15,0
"Arkansas.4.15",4,"Arkansas","Stay at home",NA,NA,2020-03-16,0
"Arkansas.4.16",4,"Arkansas","Stay at home",NA,NA,2020-03-17,0
"Arkansas.4.17",4,"Arkansas","Stay at home",NA,NA,2020-03-18,0
"Arkansas.4.18",4,"Arkansas","Stay at home",NA,NA,2020-03-19,0
"Arkansas.4.19",4,"Arkansas","Stay at home",NA,NA,2020-03-20,0
"Arkansas.4.20",4,"Arkansas","Stay at home",NA,NA,2020-03-21,0
"Arkansas.4.21",4,"Arkansas","Stay at home",NA,NA,2020-03-22,0
"Arkansas.4.22",4,"Arkansas","Stay at home",NA,NA,2020-03-23,0
"Arkansas.4.23",4,"Arkansas","Stay at home",NA,NA,2020-03-24,0
"Arkansas.4.24",4,"Arkansas","Stay at home",NA,NA,2020-03-25,0
"Arkansas.4.25",4,"Arkansas","Stay at home",NA,NA,2020-03-26,0
"Arkansas.4.26",4,"Arkansas","Stay at home",NA,NA,2020-03-27,0
"Arkansas.4.27",4,"Arkansas","Stay at home",NA,NA,2020-03-28,0
"Arkansas.4.28",4,"Arkansas","Stay at home",NA,NA,2020-03-29,0
"Arkansas.4.29",4,"Arkansas","Stay at home",NA,NA,2020-03-30,0
"Arkansas.4.30",4,"Arkansas","Stay at home",NA,NA,2020-03-31,0
"Arkansas.4.31",4,"Arkansas","Stay at home",NA,NA,2020-04-01,0
"Arkansas.4.32",4,"Arkansas","Stay at home",NA,NA,2020-04-02,0
"Arkansas.4.33",4,"Arkansas","Stay at home",NA,NA,2020-04-03,0
"Arkansas.4.34",4,"Arkansas","Stay at home",NA,NA,2020-04-04,0
"Arkansas.4.35",4,"Arkansas","Stay at home",NA,NA,2020-04-05,0
"Arkansas.4.36",4,"Arkansas","Stay at home",NA,NA,2020-04-06,0
"Arkansas.4.37",4,"Arkansas","Stay at home",NA,NA,2020-04-07,0
"Arkansas.4.38",4,"Arkansas","Stay at home",NA,NA,2020-04-08,0
"Arkansas.4.39",4,"Arkansas","Stay at home",NA,NA,2020-04-09,0
"Arkansas.4.40",4,"Arkansas","Stay at home",NA,NA,2020-04-10,0
"Arkansas.4.41",4,"Arkansas","Stay at home",NA,NA,2020-04-11,0
"Arkansas.4.42",4,"Arkansas","Stay at home",NA,NA,2020-04-12,0
"Arkansas.4.43",4,"Arkansas","Stay at home",NA,NA,2020-04-13,0
"Arkansas.4.44",4,"Arkansas","Stay at home",NA,NA,2020-04-14,0
"Arkansas.4.45",4,"Arkansas","Stay at home",NA,NA,2020-04-15,0
"Arkansas.4.46",4,"Arkansas","Stay at home",NA,NA,2020-04-16,0
"Arkansas.4.47",4,"Arkansas","Stay at home",NA,NA,2020-04-17,0
"Arkansas.4.48",4,"Arkansas","Stay at home",NA,NA,2020-04-18,0
"Arkansas.4.49",4,"Arkansas","Stay at home",NA,NA,2020-04-19,0
"Arkansas.4.50",4,"Arkansas","Stay at home",NA,NA,2020-04-20,0
"Arkansas.4.51",4,"Arkansas","Stay at home",NA,NA,2020-04-21,0
"Arkansas.4.52",4,"Arkansas","Stay at home",NA,NA,2020-04-22,0
"Arkansas.4.53",4,"Arkansas","Stay at home",NA,NA,2020-04-23,0
"Arkansas.4.54",4,"Arkansas","Stay at home",NA,NA,2020-04-24,0
"Arkansas.4.55",4,"Arkansas","Stay at home",NA,NA,2020-04-25,0
"Arkansas.4.56",4,"Arkansas","Stay at home",NA,NA,2020-04-26,0
"Arkansas.4.57",4,"Arkansas","Stay at home",NA,NA,2020-04-27,0
"Arkansas.4.58",4,"Arkansas","Stay at home",NA,NA,2020-04-28,0
"Arkansas.4.59",4,"Arkansas","Stay at home",NA,NA,2020-04-29,0
"Arkansas.4.60",4,"Arkansas","Stay at home",NA,NA,2020-04-30,0
"Arkansas.4.61",4,"Arkansas","Stay at home",NA,NA,2020-05-01,0
"Arkansas.4.62",4,"Arkansas","Stay at home",NA,NA,2020-05-02,0
"Arkansas.4.63",4,"Arkansas","Stay at home",NA,NA,2020-05-03,0
"Arkansas.4.64",4,"Arkansas","Stay at home",NA,NA,2020-05-04,0
"Arkansas.4.65",4,"Arkansas","Stay at home",NA,NA,2020-05-05,0
"Arkansas.4.66",4,"Arkansas","Stay at home",NA,NA,2020-05-06,0
"Arkansas.4.67",4,"Arkansas","Stay at home",NA,NA,2020-05-07,0
"Arkansas.4.68",4,"Arkansas","Stay at home",NA,NA,2020-05-08,0
"Arkansas.4.69",4,"Arkansas","Stay at home",NA,NA,2020-05-09,0
"Arkansas.4.70",4,"Arkansas","Stay at home",NA,NA,2020-05-10,0
"Arkansas.4.71",4,"Arkansas","Stay at home",NA,NA,2020-05-11,0
"Arkansas.4.72",4,"Arkansas","Stay at home",NA,NA,2020-05-12,0
"Arkansas.4.73",4,"Arkansas","Stay at home",NA,NA,2020-05-13,0
"Arkansas.4.74",4,"Arkansas","Stay at home",NA,NA,2020-05-14,0
"Arkansas.4.75",4,"Arkansas","Stay at home",NA,NA,2020-05-15,0
"Arkansas.4.76",4,"Arkansas","Stay at home",NA,NA,2020-05-16,0
"Arkansas.4.77",4,"Arkansas","Stay at home",NA,NA,2020-05-17,0
"Arkansas.4.78",4,"Arkansas","Stay at home",NA,NA,2020-05-18,0
"Arkansas.4.79",4,"Arkansas","Stay at home",NA,NA,2020-05-19,0
"Arkansas.4.80",4,"Arkansas","Stay at home",NA,NA,2020-05-20,0
"Arkansas.4.81",4,"Arkansas","Stay at home",NA,NA,2020-05-21,0
"Arkansas.4.82",4,"Arkansas","Stay at home",NA,NA,2020-05-22,0
"Arkansas.4.83",4,"Arkansas","Stay at home",NA,NA,2020-05-23,0
"Arkansas.4.84",4,"Arkansas","Stay at home",NA,NA,2020-05-24,0
"Arkansas.4.85",4,"Arkansas","Stay at home",NA,NA,2020-05-25,0
"Arkansas.4.86",4,"Arkansas","Stay at home",NA,NA,2020-05-26,0
"Arkansas.4.87",4,"Arkansas","Stay at home",NA,NA,2020-05-27,0
"Arkansas.4.88",4,"Arkansas","Stay at home",NA,NA,2020-05-28,0
"Arkansas.4.89",4,"Arkansas","Stay at home",NA,NA,2020-05-29,0
"Arkansas.4.90",4,"Arkansas","Stay at home",NA,NA,2020-05-30,0
"Arkansas.4.91",4,"Arkansas","Stay at home",NA,NA,2020-05-31,0
"Arkansas.4.92",4,"Arkansas","Stay at home",NA,NA,2020-06-01,0
"Arkansas.4.93",4,"Arkansas","Stay at home",NA,NA,2020-06-02,0
"Arkansas.4.94",4,"Arkansas","Stay at home",NA,NA,2020-06-03,0
"Arkansas.4.95",4,"Arkansas","Stay at home",NA,NA,2020-06-04,0
"Arkansas.4.96",4,"Arkansas","Stay at home",NA,NA,2020-06-05,0
"Arkansas.4.97",4,"Arkansas","Stay at home",NA,NA,2020-06-06,0
"Arkansas.4.98",4,"Arkansas","Stay at home",NA,NA,2020-06-07,0
"Arkansas.4.99",4,"Arkansas","Stay at home",NA,NA,2020-06-08,0
"Arkansas.4.100",4,"Arkansas","Stay at home",NA,NA,2020-06-09,0
"Arkansas.4.101",4,"Arkansas","Stay at home",NA,NA,2020-06-10,0
"California.5",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-01,0
"California.5.1",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-02,0
"California.5.2",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-03,0
"California.5.3",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-04,0
"California.5.4",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-05,0
"California.5.5",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-06,0
"California.5.6",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-07,0
"California.5.7",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-08,0
"California.5.8",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-09,0
"California.5.9",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-10,0
"California.5.10",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-11,0
"California.5.11",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-12,0
"California.5.12",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-13,0
"California.5.13",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-14,0
"California.5.14",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-15,0
"California.5.15",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-16,0
"California.5.16",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-17,0
"California.5.17",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-18,0
"California.5.18",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-19,1
"California.5.19",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-20,1
"California.5.20",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-21,1
"California.5.21",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-22,1
"California.5.22",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-23,1
"California.5.23",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-24,1
"California.5.24",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-25,1
"California.5.25",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-26,1
"California.5.26",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-27,1
"California.5.27",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-28,1
"California.5.28",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-29,1
"California.5.29",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-30,1
"California.5.30",5,"California","Stay at home",2020-03-19,2020-06-01,2020-03-31,1
"California.5.31",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-01,1
"California.5.32",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-02,1
"California.5.33",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-03,1
"California.5.34",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-04,1
"California.5.35",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-05,1
"California.5.36",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-06,1
"California.5.37",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-07,1
"California.5.38",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-08,1
"California.5.39",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-09,1
"California.5.40",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-10,1
"California.5.41",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-11,1
"California.5.42",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-12,1
"California.5.43",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-13,1
"California.5.44",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-14,1
"California.5.45",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-15,1
"California.5.46",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-16,1
"California.5.47",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-17,1
"California.5.48",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-18,1
"California.5.49",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-19,1
"California.5.50",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-20,1
"California.5.51",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-21,1
"California.5.52",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-22,1
"California.5.53",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-23,1
"California.5.54",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-24,1
"California.5.55",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-25,1
"California.5.56",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-26,1
"California.5.57",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-27,1
"California.5.58",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-28,1
"California.5.59",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-29,1
"California.5.60",5,"California","Stay at home",2020-03-19,2020-06-01,2020-04-30,1
"California.5.61",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-01,1
"California.5.62",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-02,1
"California.5.63",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-03,1
"California.5.64",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-04,1
"California.5.65",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-05,1
"California.5.66",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-06,1
"California.5.67",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-07,1
"California.5.68",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-08,1
"California.5.69",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-09,1
"California.5.70",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-10,1
"California.5.71",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-11,1
"California.5.72",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-12,1
"California.5.73",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-13,1
"California.5.74",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-14,1
"California.5.75",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-15,1
"California.5.76",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-16,1
"California.5.77",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-17,1
"California.5.78",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-18,1
"California.5.79",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-19,1
"California.5.80",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-20,1
"California.5.81",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-21,1
"California.5.82",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-22,1
"California.5.83",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-23,1
"California.5.84",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-24,1
"California.5.85",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-25,1
"California.5.86",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-26,1
"California.5.87",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-27,1
"California.5.88",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-28,1
"California.5.89",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-29,1
"California.5.90",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-30,1
"California.5.91",5,"California","Stay at home",2020-03-19,2020-06-01,2020-05-31,1
"California.5.92",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-01,1
"California.5.93",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-02,0
"California.5.94",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-03,0
"California.5.95",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-04,0
"California.5.96",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-05,0
"California.5.97",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-06,0
"California.5.98",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-07,0
"California.5.99",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-08,0
"California.5.100",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-09,0
"California.5.101",5,"California","Stay at home",2020-03-19,2020-06-01,2020-06-10,0
"Colorado.6",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-01,0
"Colorado.6.1",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-02,0
"Colorado.6.2",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-03,0
"Colorado.6.3",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-04,0
"Colorado.6.4",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-05,0
"Colorado.6.5",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-06,0
"Colorado.6.6",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-07,0
"Colorado.6.7",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-08,0
"Colorado.6.8",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-09,0
"Colorado.6.9",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-10,0
"Colorado.6.10",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-11,0
"Colorado.6.11",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-12,0
"Colorado.6.12",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-13,0
"Colorado.6.13",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-14,0
"Colorado.6.14",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-15,0
"Colorado.6.15",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-16,0
"Colorado.6.16",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-17,0
"Colorado.6.17",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-18,0
"Colorado.6.18",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-19,0
"Colorado.6.19",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-20,0
"Colorado.6.20",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-21,0
"Colorado.6.21",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-22,0
"Colorado.6.22",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-23,0
"Colorado.6.23",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-24,0
"Colorado.6.24",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-25,0
"Colorado.6.25",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-26,1
"Colorado.6.26",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-27,1
"Colorado.6.27",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-28,1
"Colorado.6.28",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-29,1
"Colorado.6.29",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-30,1
"Colorado.6.30",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-03-31,1
"Colorado.6.31",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-01,1
"Colorado.6.32",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-02,1
"Colorado.6.33",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-03,1
"Colorado.6.34",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-04,1
"Colorado.6.35",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-05,1
"Colorado.6.36",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-06,1
"Colorado.6.37",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-07,1
"Colorado.6.38",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-08,1
"Colorado.6.39",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-09,1
"Colorado.6.40",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-10,1
"Colorado.6.41",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-11,1
"Colorado.6.42",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-12,1
"Colorado.6.43",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-13,1
"Colorado.6.44",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-14,1
"Colorado.6.45",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-15,1
"Colorado.6.46",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-16,1
"Colorado.6.47",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-17,1
"Colorado.6.48",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-18,1
"Colorado.6.49",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-19,1
"Colorado.6.50",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-20,1
"Colorado.6.51",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-21,1
"Colorado.6.52",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-22,1
"Colorado.6.53",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-23,1
"Colorado.6.54",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-24,1
"Colorado.6.55",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-25,1
"Colorado.6.56",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-26,1
"Colorado.6.57",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-27,0
"Colorado.6.58",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-28,0
"Colorado.6.59",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-29,0
"Colorado.6.60",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-04-30,0
"Colorado.6.61",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-01,0
"Colorado.6.62",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-02,0
"Colorado.6.63",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-03,0
"Colorado.6.64",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-04,0
"Colorado.6.65",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-05,0
"Colorado.6.66",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-06,0
"Colorado.6.67",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-07,0
"Colorado.6.68",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-08,0
"Colorado.6.69",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-09,0
"Colorado.6.70",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-10,0
"Colorado.6.71",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-11,0
"Colorado.6.72",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-12,0
"Colorado.6.73",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-13,0
"Colorado.6.74",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-14,0
"Colorado.6.75",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-15,0
"Colorado.6.76",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-16,0
"Colorado.6.77",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-17,0
"Colorado.6.78",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-18,0
"Colorado.6.79",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-19,0
"Colorado.6.80",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-20,0
"Colorado.6.81",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-21,0
"Colorado.6.82",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-22,0
"Colorado.6.83",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-23,0
"Colorado.6.84",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-24,0
"Colorado.6.85",6,"Colorado","Stay at home",2020-03-26,2020-04-26,2020-05-25,0
