"","X","state","Type","Start.Date","End.Date","date","stayathome"
"Massachusetts.22.54",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-24,1
"Massachusetts.22.55",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-25,1
"Massachusetts.22.56",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-26,1
"Massachusetts.22.57",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-27,1
"Massachusetts.22.58",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-28,1
"Massachusetts.22.59",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-29,1
"Massachusetts.22.60",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-04-30,1
"Massachusetts.22.61",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-01,1
"Massachusetts.22.62",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-02,1
"Massachusetts.22.63",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-03,1
"Massachusetts.22.64",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-04,1
"Massachusetts.22.65",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-05,1
"Massachusetts.22.66",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-06,1
"Massachusetts.22.67",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-07,1
"Massachusetts.22.68",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-08,1
"Massachusetts.22.69",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-09,1
"Massachusetts.22.70",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-10,1
"Massachusetts.22.71",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-11,1
"Massachusetts.22.72",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-12,1
"Massachusetts.22.73",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-13,1
"Massachusetts.22.74",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-14,1
"Massachusetts.22.75",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-15,1
"Massachusetts.22.76",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-16,1
"Massachusetts.22.77",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-17,1
"Massachusetts.22.78",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-18,1
"Massachusetts.22.79",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-19,0
"Massachusetts.22.80",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-20,0
"Massachusetts.22.81",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-21,0
"Massachusetts.22.82",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-22,0
"Massachusetts.22.83",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-23,0
"Massachusetts.22.84",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-24,0
"Massachusetts.22.85",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-25,0
"Massachusetts.22.86",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-26,0
"Massachusetts.22.87",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-27,0
"Massachusetts.22.88",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-28,0
"Massachusetts.22.89",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-29,0
"Massachusetts.22.90",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-30,0
"Massachusetts.22.91",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-05-31,0
"Massachusetts.22.92",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-01,0
"Massachusetts.22.93",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-02,0
"Massachusetts.22.94",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-03,0
"Massachusetts.22.95",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-04,0
"Massachusetts.22.96",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-05,0
"Massachusetts.22.97",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-06,0
"Massachusetts.22.98",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-07,0
"Massachusetts.22.99",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-08,0
"Massachusetts.22.100",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-09,0
"Massachusetts.22.101",22,"Massachusetts","Stay at home",2020-03-24,2020-05-18,2020-06-10,0
"Michigan.23",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-01,0
"Michigan.23.1",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-02,0
"Michigan.23.2",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-03,0
"Michigan.23.3",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-04,0
"Michigan.23.4",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-05,0
"Michigan.23.5",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-06,0
"Michigan.23.6",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-07,0
"Michigan.23.7",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-08,0
"Michigan.23.8",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-09,0
"Michigan.23.9",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-10,0
"Michigan.23.10",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-11,0
"Michigan.23.11",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-12,0
"Michigan.23.12",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-13,0
"Michigan.23.13",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-14,0
"Michigan.23.14",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-15,0
"Michigan.23.15",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-16,0
"Michigan.23.16",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-17,0
"Michigan.23.17",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-18,0
"Michigan.23.18",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-19,0
"Michigan.23.19",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-20,0
"Michigan.23.20",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-21,0
"Michigan.23.21",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-22,0
"Michigan.23.22",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-23,0
"Michigan.23.23",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-24,1
"Michigan.23.24",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-25,1
"Michigan.23.25",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-26,1
"Michigan.23.26",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-27,1
"Michigan.23.27",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-28,1
"Michigan.23.28",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-29,1
"Michigan.23.29",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-30,1
"Michigan.23.30",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-03-31,1
"Michigan.23.31",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-01,1
"Michigan.23.32",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-02,1
"Michigan.23.33",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-03,1
"Michigan.23.34",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-04,1
"Michigan.23.35",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-05,1
"Michigan.23.36",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-06,1
"Michigan.23.37",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-07,1
"Michigan.23.38",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-08,1
"Michigan.23.39",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-09,1
"Michigan.23.40",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-10,1
"Michigan.23.41",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-11,1
"Michigan.23.42",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-12,1
"Michigan.23.43",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-13,1
"Michigan.23.44",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-14,1
"Michigan.23.45",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-15,1
"Michigan.23.46",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-16,1
"Michigan.23.47",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-17,1
"Michigan.23.48",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-18,1
"Michigan.23.49",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-19,1
"Michigan.23.50",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-20,1
"Michigan.23.51",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-21,1
"Michigan.23.52",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-22,1
"Michigan.23.53",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-23,1
"Michigan.23.54",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-24,1
"Michigan.23.55",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-25,1
"Michigan.23.56",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-26,1
"Michigan.23.57",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-27,1
"Michigan.23.58",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-28,1
"Michigan.23.59",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-29,1
"Michigan.23.60",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-04-30,1
"Michigan.23.61",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-01,1
"Michigan.23.62",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-02,1
"Michigan.23.63",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-03,1
"Michigan.23.64",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-04,1
"Michigan.23.65",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-05,1
"Michigan.23.66",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-06,1
"Michigan.23.67",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-07,1
"Michigan.23.68",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-08,1
"Michigan.23.69",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-09,1
"Michigan.23.70",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-10,1
"Michigan.23.71",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-11,1
"Michigan.23.72",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-12,1
"Michigan.23.73",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-13,1
"Michigan.23.74",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-14,1
"Michigan.23.75",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-15,1
"Michigan.23.76",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-16,1
"Michigan.23.77",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-17,1
"Michigan.23.78",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-18,1
"Michigan.23.79",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-19,1
"Michigan.23.80",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-20,1
"Michigan.23.81",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-21,1
"Michigan.23.82",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-22,1
"Michigan.23.83",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-23,1
"Michigan.23.84",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-24,1
"Michigan.23.85",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-25,1
"Michigan.23.86",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-26,1
"Michigan.23.87",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-27,1
"Michigan.23.88",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-28,1
"Michigan.23.89",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-29,0
"Michigan.23.90",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-30,0
"Michigan.23.91",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-05-31,0
"Michigan.23.92",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-01,0
"Michigan.23.93",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-02,0
"Michigan.23.94",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-03,0
"Michigan.23.95",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-04,0
"Michigan.23.96",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-05,0
"Michigan.23.97",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-06,0
"Michigan.23.98",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-07,0
"Michigan.23.99",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-08,0
"Michigan.23.100",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-09,0
"Michigan.23.101",23,"Michigan","Stay at home",2020-03-24,2020-05-28,2020-06-10,0
"Minnesota.24",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-01,0
"Minnesota.24.1",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-02,0
"Minnesota.24.2",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-03,0
"Minnesota.24.3",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-04,0
"Minnesota.24.4",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-05,0
"Minnesota.24.5",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-06,0
"Minnesota.24.6",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-07,0
"Minnesota.24.7",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-08,0
"Minnesota.24.8",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-09,0
"Minnesota.24.9",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-10,0
"Minnesota.24.10",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-11,0
"Minnesota.24.11",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-12,0
"Minnesota.24.12",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-13,0
"Minnesota.24.13",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-14,0
"Minnesota.24.14",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-15,0
"Minnesota.24.15",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-16,0
"Minnesota.24.16",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-17,0
"Minnesota.24.17",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-18,0
"Minnesota.24.18",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-19,0
"Minnesota.24.19",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-20,0
"Minnesota.24.20",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-21,0
"Minnesota.24.21",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-22,0
"Minnesota.24.22",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-23,0
"Minnesota.24.23",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-24,0
"Minnesota.24.24",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-25,0
"Minnesota.24.25",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-26,0
"Minnesota.24.26",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-27,1
"Minnesota.24.27",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-28,1
"Minnesota.24.28",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-29,1
"Minnesota.24.29",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-30,1
"Minnesota.24.30",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-03-31,1
"Minnesota.24.31",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-01,1
"Minnesota.24.32",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-02,1
"Minnesota.24.33",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-03,1
"Minnesota.24.34",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-04,1
"Minnesota.24.35",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-05,1
"Minnesota.24.36",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-06,1
"Minnesota.24.37",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-07,1
"Minnesota.24.38",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-08,1
"Minnesota.24.39",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-09,1
"Minnesota.24.40",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-10,1
"Minnesota.24.41",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-11,1
"Minnesota.24.42",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-12,1
"Minnesota.24.43",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-13,1
"Minnesota.24.44",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-14,1
"Minnesota.24.45",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-15,1
"Minnesota.24.46",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-16,1
"Minnesota.24.47",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-17,1
"Minnesota.24.48",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-18,1
"Minnesota.24.49",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-19,1
"Minnesota.24.50",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-20,1
"Minnesota.24.51",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-21,1
"Minnesota.24.52",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-22,1
"Minnesota.24.53",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-23,1
"Minnesota.24.54",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-24,1
"Minnesota.24.55",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-25,1
"Minnesota.24.56",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-26,1
"Minnesota.24.57",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-27,1
"Minnesota.24.58",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-28,1
"Minnesota.24.59",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-29,1
"Minnesota.24.60",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-04-30,1
"Minnesota.24.61",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-01,1
"Minnesota.24.62",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-02,1
"Minnesota.24.63",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-03,1
"Minnesota.24.64",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-04,1
"Minnesota.24.65",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-05,1
"Minnesota.24.66",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-06,1
"Minnesota.24.67",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-07,1
"Minnesota.24.68",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-08,1
"Minnesota.24.69",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-09,1
"Minnesota.24.70",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-10,1
"Minnesota.24.71",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-11,1
"Minnesota.24.72",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-12,1
"Minnesota.24.73",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-13,1
"Minnesota.24.74",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-14,1
"Minnesota.24.75",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-15,1
"Minnesota.24.76",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-16,1
"Minnesota.24.77",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-17,1
"Minnesota.24.78",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-18,0
"Minnesota.24.79",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-19,0
"Minnesota.24.80",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-20,0
"Minnesota.24.81",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-21,0
"Minnesota.24.82",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-22,0
"Minnesota.24.83",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-23,0
"Minnesota.24.84",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-24,0
"Minnesota.24.85",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-25,0
"Minnesota.24.86",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-26,0
"Minnesota.24.87",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-27,0
"Minnesota.24.88",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-28,0
"Minnesota.24.89",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-29,0
"Minnesota.24.90",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-30,0
"Minnesota.24.91",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-05-31,0
"Minnesota.24.92",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-01,0
"Minnesota.24.93",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-02,0
"Minnesota.24.94",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-03,0
"Minnesota.24.95",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-04,0
"Minnesota.24.96",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-05,0
"Minnesota.24.97",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-06,0
"Minnesota.24.98",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-07,0
"Minnesota.24.99",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-08,0
"Minnesota.24.100",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-09,0
"Minnesota.24.101",24,"Minnesota","Stay at home",2020-03-27,2020-05-17,2020-06-10,0
"Mississippi.25",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-01,0
"Mississippi.25.1",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-02,0
"Mississippi.25.2",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-03,0
"Mississippi.25.3",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-04,0
"Mississippi.25.4",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-05,0
"Mississippi.25.5",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-06,0
"Mississippi.25.6",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-07,0
"Mississippi.25.7",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-08,0
"Mississippi.25.8",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-09,0
"Mississippi.25.9",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-10,0
"Mississippi.25.10",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-11,0
"Mississippi.25.11",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-12,0
"Mississippi.25.12",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-13,0
"Mississippi.25.13",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-14,0
"Mississippi.25.14",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-15,0
"Mississippi.25.15",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-16,0
"Mississippi.25.16",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-17,0
"Mississippi.25.17",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-18,0
"Mississippi.25.18",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-19,0
"Mississippi.25.19",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-20,0
"Mississippi.25.20",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-21,0
"Mississippi.25.21",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-22,0
"Mississippi.25.22",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-23,0
"Mississippi.25.23",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-24,0
"Mississippi.25.24",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-25,0
"Mississippi.25.25",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-26,0
"Mississippi.25.26",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-27,0
"Mississippi.25.27",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-28,0
"Mississippi.25.28",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-29,0
"Mississippi.25.29",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-30,0
"Mississippi.25.30",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-03-31,0
"Mississippi.25.31",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-04-01,0
"Mississippi.25.32",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-04-02,0
"Mississippi.25.33",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-04-03,1
"Mississippi.25.34",25,"Mississippi","Stay at home",2020-04-03,2020-04-27,2020-04-04,1
