"","state","date","stayathome"
"Montana.27.46","Montana",2020-04-16,1
"Montana.27.47","Montana",2020-04-17,1
"Montana.27.48","Montana",2020-04-18,1
"Montana.27.49","Montana",2020-04-19,1
"Montana.27.50","Montana",2020-04-20,1
"Montana.27.51","Montana",2020-04-21,1
"Montana.27.52","Montana",2020-04-22,1
"Montana.27.53","Montana",2020-04-23,1
"Montana.27.54","Montana",2020-04-24,1
"Montana.27.55","Montana",2020-04-25,1
"Montana.27.56","Montana",2020-04-26,1
"Montana.27.57","Montana",2020-04-27,0
"Montana.27.58","Montana",2020-04-28,0
"Montana.27.59","Montana",2020-04-29,0
"Montana.27.60","Montana",2020-04-30,0
"Montana.27.61","Montana",2020-05-01,0
"Montana.27.62","Montana",2020-05-02,0
"Montana.27.63","Montana",2020-05-03,0
"Montana.27.64","Montana",2020-05-04,0
"Montana.27.65","Montana",2020-05-05,0
"Montana.27.66","Montana",2020-05-06,0
"Montana.27.67","Montana",2020-05-07,0
"Montana.27.68","Montana",2020-05-08,0
"Montana.27.69","Montana",2020-05-09,0
"Montana.27.70","Montana",2020-05-10,0
"Montana.27.71","Montana",2020-05-11,0
"Montana.27.72","Montana",2020-05-12,0
"Montana.27.73","Montana",2020-05-13,0
"Montana.27.74","Montana",2020-05-14,0
"Montana.27.75","Montana",2020-05-15,0
"Montana.27.76","Montana",2020-05-16,0
"Montana.27.77","Montana",2020-05-17,0
"Montana.27.78","Montana",2020-05-18,0
"Montana.27.79","Montana",2020-05-19,0
"Montana.27.80","Montana",2020-05-20,0
"Montana.27.81","Montana",2020-05-21,0
"Montana.27.82","Montana",2020-05-22,0
"Montana.27.83","Montana",2020-05-23,0
"Montana.27.84","Montana",2020-05-24,0
"Montana.27.85","Montana",2020-05-25,0
"Montana.27.86","Montana",2020-05-26,0
"Montana.27.87","Montana",2020-05-27,0
"Montana.27.88","Montana",2020-05-28,0
"Montana.27.89","Montana",2020-05-29,0
"Montana.27.90","Montana",2020-05-30,0
"Montana.27.91","Montana",2020-05-31,0
"Montana.27.92","Montana",2020-06-01,0
"Montana.27.93","Montana",2020-06-02,0
"Montana.27.94","Montana",2020-06-03,0
"Montana.27.95","Montana",2020-06-04,0
"Montana.27.96","Montana",2020-06-05,0
"Montana.27.97","Montana",2020-06-06,0
"Montana.27.98","Montana",2020-06-07,0
"Montana.27.99","Montana",2020-06-08,0
"Montana.27.100","Montana",2020-06-09,0
"Montana.27.101","Montana",2020-06-10,0
"Nebraska.28","Nebraska",2020-03-01,0
"Nebraska.28.1","Nebraska",2020-03-02,0
"Nebraska.28.2","Nebraska",2020-03-03,0
"Nebraska.28.3","Nebraska",2020-03-04,0
"Nebraska.28.4","Nebraska",2020-03-05,0
"Nebraska.28.5","Nebraska",2020-03-06,0
"Nebraska.28.6","Nebraska",2020-03-07,0
"Nebraska.28.7","Nebraska",2020-03-08,0
"Nebraska.28.8","Nebraska",2020-03-09,0
"Nebraska.28.9","Nebraska",2020-03-10,0
"Nebraska.28.10","Nebraska",2020-03-11,0
"Nebraska.28.11","Nebraska",2020-03-12,0
"Nebraska.28.12","Nebraska",2020-03-13,0
"Nebraska.28.13","Nebraska",2020-03-14,0
"Nebraska.28.14","Nebraska",2020-03-15,0
"Nebraska.28.15","Nebraska",2020-03-16,0
"Nebraska.28.16","Nebraska",2020-03-17,0
"Nebraska.28.17","Nebraska",2020-03-18,0
"Nebraska.28.18","Nebraska",2020-03-19,0
"Nebraska.28.19","Nebraska",2020-03-20,0
"Nebraska.28.20","Nebraska",2020-03-21,0
"Nebraska.28.21","Nebraska",2020-03-22,0
"Nebraska.28.22","Nebraska",2020-03-23,0
"Nebraska.28.23","Nebraska",2020-03-24,0
"Nebraska.28.24","Nebraska",2020-03-25,0
"Nebraska.28.25","Nebraska",2020-03-26,0
"Nebraska.28.26","Nebraska",2020-03-27,0
"Nebraska.28.27","Nebraska",2020-03-28,0
"Nebraska.28.28","Nebraska",2020-03-29,0
"Nebraska.28.29","Nebraska",2020-03-30,0
"Nebraska.28.30","Nebraska",2020-03-31,0
"Nebraska.28.31","Nebraska",2020-04-01,0
"Nebraska.28.32","Nebraska",2020-04-02,0
"Nebraska.28.33","Nebraska",2020-04-03,0
"Nebraska.28.34","Nebraska",2020-04-04,0
"Nebraska.28.35","Nebraska",2020-04-05,0
"Nebraska.28.36","Nebraska",2020-04-06,0
"Nebraska.28.37","Nebraska",2020-04-07,0
"Nebraska.28.38","Nebraska",2020-04-08,0
"Nebraska.28.39","Nebraska",2020-04-09,0
"Nebraska.28.40","Nebraska",2020-04-10,0
"Nebraska.28.41","Nebraska",2020-04-11,0
"Nebraska.28.42","Nebraska",2020-04-12,0
"Nebraska.28.43","Nebraska",2020-04-13,0
"Nebraska.28.44","Nebraska",2020-04-14,0
"Nebraska.28.45","Nebraska",2020-04-15,0
"Nebraska.28.46","Nebraska",2020-04-16,0
"Nebraska.28.47","Nebraska",2020-04-17,0
"Nebraska.28.48","Nebraska",2020-04-18,0
"Nebraska.28.49","Nebraska",2020-04-19,0
"Nebraska.28.50","Nebraska",2020-04-20,0
"Nebraska.28.51","Nebraska",2020-04-21,0
"Nebraska.28.52","Nebraska",2020-04-22,0
"Nebraska.28.53","Nebraska",2020-04-23,0
"Nebraska.28.54","Nebraska",2020-04-24,0
"Nebraska.28.55","Nebraska",2020-04-25,0
"Nebraska.28.56","Nebraska",2020-04-26,0
"Nebraska.28.57","Nebraska",2020-04-27,0
"Nebraska.28.58","Nebraska",2020-04-28,0
"Nebraska.28.59","Nebraska",2020-04-29,0
"Nebraska.28.60","Nebraska",2020-04-30,0
"Nebraska.28.61","Nebraska",2020-05-01,0
"Nebraska.28.62","Nebraska",2020-05-02,0
"Nebraska.28.63","Nebraska",2020-05-03,0
"Nebraska.28.64","Nebraska",2020-05-04,0
"Nebraska.28.65","Nebraska",2020-05-05,0
"Nebraska.28.66","Nebraska",2020-05-06,0
"Nebraska.28.67","Nebraska",2020-05-07,0
"Nebraska.28.68","Nebraska",2020-05-08,0
"Nebraska.28.69","Nebraska",2020-05-09,0
"Nebraska.28.70","Nebraska",2020-05-10,0
"Nebraska.28.71","Nebraska",2020-05-11,0
"Nebraska.28.72","Nebraska",2020-05-12,0
"Nebraska.28.73","Nebraska",2020-05-13,0
"Nebraska.28.74","Nebraska",2020-05-14,0
"Nebraska.28.75","Nebraska",2020-05-15,0
"Nebraska.28.76","Nebraska",2020-05-16,0
"Nebraska.28.77","Nebraska",2020-05-17,0
"Nebraska.28.78","Nebraska",2020-05-18,0
"Nebraska.28.79","Nebraska",2020-05-19,0
"Nebraska.28.80","Nebraska",2020-05-20,0
"Nebraska.28.81","Nebraska",2020-05-21,0
"Nebraska.28.82","Nebraska",2020-05-22,0
"Nebraska.28.83","Nebraska",2020-05-23,0
"Nebraska.28.84","Nebraska",2020-05-24,0
"Nebraska.28.85","Nebraska",2020-05-25,0
"Nebraska.28.86","Nebraska",2020-05-26,0
"Nebraska.28.87","Nebraska",2020-05-27,0
"Nebraska.28.88","Nebraska",2020-05-28,0
"Nebraska.28.89","Nebraska",2020-05-29,0
"Nebraska.28.90","Nebraska",2020-05-30,0
"Nebraska.28.91","Nebraska",2020-05-31,0
"Nebraska.28.92","Nebraska",2020-06-01,0
"Nebraska.28.93","Nebraska",2020-06-02,0
"Nebraska.28.94","Nebraska",2020-06-03,0
"Nebraska.28.95","Nebraska",2020-06-04,0
"Nebraska.28.96","Nebraska",2020-06-05,0
"Nebraska.28.97","Nebraska",2020-06-06,0
"Nebraska.28.98","Nebraska",2020-06-07,0
"Nebraska.28.99","Nebraska",2020-06-08,0
"Nebraska.28.100","Nebraska",2020-06-09,0
"Nebraska.28.101","Nebraska",2020-06-10,0
"Nevada.29","Nevada",2020-03-01,0
"Nevada.29.1","Nevada",2020-03-02,0
"Nevada.29.2","Nevada",2020-03-03,0
"Nevada.29.3","Nevada",2020-03-04,0
"Nevada.29.4","Nevada",2020-03-05,0
"Nevada.29.5","Nevada",2020-03-06,0
"Nevada.29.6","Nevada",2020-03-07,0
"Nevada.29.7","Nevada",2020-03-08,0
"Nevada.29.8","Nevada",2020-03-09,0
"Nevada.29.9","Nevada",2020-03-10,0
"Nevada.29.10","Nevada",2020-03-11,0
"Nevada.29.11","Nevada",2020-03-12,0
"Nevada.29.12","Nevada",2020-03-13,0
"Nevada.29.13","Nevada",2020-03-14,0
"Nevada.29.14","Nevada",2020-03-15,0
"Nevada.29.15","Nevada",2020-03-16,0
"Nevada.29.16","Nevada",2020-03-17,0
"Nevada.29.17","Nevada",2020-03-18,0
"Nevada.29.18","Nevada",2020-03-19,0
"Nevada.29.19","Nevada",2020-03-20,0
"Nevada.29.20","Nevada",2020-03-21,0
"Nevada.29.21","Nevada",2020-03-22,0
"Nevada.29.22","Nevada",2020-03-23,0
"Nevada.29.23","Nevada",2020-03-24,0
"Nevada.29.24","Nevada",2020-03-25,0
"Nevada.29.25","Nevada",2020-03-26,0
"Nevada.29.26","Nevada",2020-03-27,0
"Nevada.29.27","Nevada",2020-03-28,0
"Nevada.29.28","Nevada",2020-03-29,0
"Nevada.29.29","Nevada",2020-03-30,0
"Nevada.29.30","Nevada",2020-03-31,0
"Nevada.29.31","Nevada",2020-04-01,1
"Nevada.29.32","Nevada",2020-04-02,1
"Nevada.29.33","Nevada",2020-04-03,1
"Nevada.29.34","Nevada",2020-04-04,1
"Nevada.29.35","Nevada",2020-04-05,1
"Nevada.29.36","Nevada",2020-04-06,1
"Nevada.29.37","Nevada",2020-04-07,1
"Nevada.29.38","Nevada",2020-04-08,1
"Nevada.29.39","Nevada",2020-04-09,1
"Nevada.29.40","Nevada",2020-04-10,1
"Nevada.29.41","Nevada",2020-04-11,1
"Nevada.29.42","Nevada",2020-04-12,1
"Nevada.29.43","Nevada",2020-04-13,1
"Nevada.29.44","Nevada",2020-04-14,1
"Nevada.29.45","Nevada",2020-04-15,1
"Nevada.29.46","Nevada",2020-04-16,1
"Nevada.29.47","Nevada",2020-04-17,1
"Nevada.29.48","Nevada",2020-04-18,1
"Nevada.29.49","Nevada",2020-04-19,1
"Nevada.29.50","Nevada",2020-04-20,1
"Nevada.29.51","Nevada",2020-04-21,1
"Nevada.29.52","Nevada",2020-04-22,1
"Nevada.29.53","Nevada",2020-04-23,1
"Nevada.29.54","Nevada",2020-04-24,1
"Nevada.29.55","Nevada",2020-04-25,1
"Nevada.29.56","Nevada",2020-04-26,1
"Nevada.29.57","Nevada",2020-04-27,1
"Nevada.29.58","Nevada",2020-04-28,1
"Nevada.29.59","Nevada",2020-04-29,1
"Nevada.29.60","Nevada",2020-04-30,1
"Nevada.29.61","Nevada",2020-05-01,1
"Nevada.29.62","Nevada",2020-05-02,1
"Nevada.29.63","Nevada",2020-05-03,1
"Nevada.29.64","Nevada",2020-05-04,1
"Nevada.29.65","Nevada",2020-05-05,1
"Nevada.29.66","Nevada",2020-05-06,1
"Nevada.29.67","Nevada",2020-05-07,1
"Nevada.29.68","Nevada",2020-05-08,1
"Nevada.29.69","Nevada",2020-05-09,1
"Nevada.29.70","Nevada",2020-05-10,0
"Nevada.29.71","Nevada",2020-05-11,0
"Nevada.29.72","Nevada",2020-05-12,0
"Nevada.29.73","Nevada",2020-05-13,0
"Nevada.29.74","Nevada",2020-05-14,0
"Nevada.29.75","Nevada",2020-05-15,0
"Nevada.29.76","Nevada",2020-05-16,0
"Nevada.29.77","Nevada",2020-05-17,0
"Nevada.29.78","Nevada",2020-05-18,0
"Nevada.29.79","Nevada",2020-05-19,0
"Nevada.29.80","Nevada",2020-05-20,0
"Nevada.29.81","Nevada",2020-05-21,0
"Nevada.29.82","Nevada",2020-05-22,0
"Nevada.29.83","Nevada",2020-05-23,0
"Nevada.29.84","Nevada",2020-05-24,0
"Nevada.29.85","Nevada",2020-05-25,0
"Nevada.29.86","Nevada",2020-05-26,0
"Nevada.29.87","Nevada",2020-05-27,0
"Nevada.29.88","Nevada",2020-05-28,0
"Nevada.29.89","Nevada",2020-05-29,0
"Nevada.29.90","Nevada",2020-05-30,0
"Nevada.29.91","Nevada",2020-05-31,0
"Nevada.29.92","Nevada",2020-06-01,0
"Nevada.29.93","Nevada",2020-06-02,0
"Nevada.29.94","Nevada",2020-06-03,0
"Nevada.29.95","Nevada",2020-06-04,0
"Nevada.29.96","Nevada",2020-06-05,0
"Nevada.29.97","Nevada",2020-06-06,0
"Nevada.29.98","Nevada",2020-06-07,0
"Nevada.29.99","Nevada",2020-06-08,0
"Nevada.29.100","Nevada",2020-06-09,0
"Nevada.29.101","Nevada",2020-06-10,0
"New Hampshire.30","New Hampshire",2020-03-01,0
"New Hampshire.30.1","New Hampshire",2020-03-02,0
"New Hampshire.30.2","New Hampshire",2020-03-03,0
"New Hampshire.30.3","New Hampshire",2020-03-04,0
"New Hampshire.30.4","New Hampshire",2020-03-05,0
"New Hampshire.30.5","New Hampshire",2020-03-06,0
"New Hampshire.30.6","New Hampshire",2020-03-07,0
"New Hampshire.30.7","New Hampshire",2020-03-08,0
"New Hampshire.30.8","New Hampshire",2020-03-09,0
"New Hampshire.30.9","New Hampshire",2020-03-10,0
"New Hampshire.30.10","New Hampshire",2020-03-11,0
"New Hampshire.30.11","New Hampshire",2020-03-12,0
"New Hampshire.30.12","New Hampshire",2020-03-13,0
"New Hampshire.30.13","New Hampshire",2020-03-14,0
"New Hampshire.30.14","New Hampshire",2020-03-15,0
"New Hampshire.30.15","New Hampshire",2020-03-16,0
"New Hampshire.30.16","New Hampshire",2020-03-17,0
"New Hampshire.30.17","New Hampshire",2020-03-18,0
"New Hampshire.30.18","New Hampshire",2020-03-19,0
"New Hampshire.30.19","New Hampshire",2020-03-20,0
"New Hampshire.30.20","New Hampshire",2020-03-21,0
"New Hampshire.30.21","New Hampshire",2020-03-22,0
"New Hampshire.30.22","New Hampshire",2020-03-23,0
"New Hampshire.30.23","New Hampshire",2020-03-24,0
"New Hampshire.30.24","New Hampshire",2020-03-25,0
"New Hampshire.30.25","New Hampshire",2020-03-26,0
"New Hampshire.30.26","New Hampshire",2020-03-27,1
"New Hampshire.30.27","New Hampshire",2020-03-28,1
"New Hampshire.30.28","New Hampshire",2020-03-29,1
"New Hampshire.30.29","New Hampshire",2020-03-30,1
"New Hampshire.30.30","New Hampshire",2020-03-31,1
"New Hampshire.30.31","New Hampshire",2020-04-01,1
"New Hampshire.30.32","New Hampshire",2020-04-02,1
"New Hampshire.30.33","New Hampshire",2020-04-03,1
"New Hampshire.30.34","New Hampshire",2020-04-04,1
"New Hampshire.30.35","New Hampshire",2020-04-05,1
"New Hampshire.30.36","New Hampshire",2020-04-06,1
"New Hampshire.30.37","New Hampshire",2020-04-07,1
"New Hampshire.30.38","New Hampshire",2020-04-08,1
"New Hampshire.30.39","New Hampshire",2020-04-09,1
"New Hampshire.30.40","New Hampshire",2020-04-10,1
"New Hampshire.30.41","New Hampshire",2020-04-11,1
"New Hampshire.30.42","New Hampshire",2020-04-12,1
"New Hampshire.30.43","New Hampshire",2020-04-13,1
"New Hampshire.30.44","New Hampshire",2020-04-14,1
"New Hampshire.30.45","New Hampshire",2020-04-15,1
"New Hampshire.30.46","New Hampshire",2020-04-16,1
"New Hampshire.30.47","New Hampshire",2020-04-17,1
"New Hampshire.30.48","New Hampshire",2020-04-18,1
"New Hampshire.30.49","New Hampshire",2020-04-19,1
"New Hampshire.30.50","New Hampshire",2020-04-20,1
"New Hampshire.30.51","New Hampshire",2020-04-21,1
"New Hampshire.30.52","New Hampshire",2020-04-22,1
"New Hampshire.30.53","New Hampshire",2020-04-23,1
"New Hampshire.30.54","New Hampshire",2020-04-24,1
"New Hampshire.30.55","New Hampshire",2020-04-25,1
"New Hampshire.30.56","New Hampshire",2020-04-26,1
"New Hampshire.30.57","New Hampshire",2020-04-27,1
"New Hampshire.30.58","New Hampshire",2020-04-28,1
"New Hampshire.30.59","New Hampshire",2020-04-29,1
"New Hampshire.30.60","New Hampshire",2020-04-30,1
"New Hampshire.30.61","New Hampshire",2020-05-01,1
"New Hampshire.30.62","New Hampshire",2020-05-02,1
"New Hampshire.30.63","New Hampshire",2020-05-03,1
"New Hampshire.30.64","New Hampshire",2020-05-04,1
"New Hampshire.30.65","New Hampshire",2020-05-05,1
"New Hampshire.30.66","New Hampshire",2020-05-06,1
"New Hampshire.30.67","New Hampshire",2020-05-07,1
"New Hampshire.30.68","New Hampshire",2020-05-08,1
"New Hampshire.30.69","New Hampshire",2020-05-09,1
"New Hampshire.30.70","New Hampshire",2020-05-10,1
"New Hampshire.30.71","New Hampshire",2020-05-11,1
"New Hampshire.30.72","New Hampshire",2020-05-12,1
"New Hampshire.30.73","New Hampshire",2020-05-13,1
"New Hampshire.30.74","New Hampshire",2020-05-14,1
"New Hampshire.30.75","New Hampshire",2020-05-15,1
"New Hampshire.30.76","New Hampshire",2020-05-16,1
"New Hampshire.30.77","New Hampshire",2020-05-17,1
"New Hampshire.30.78","New Hampshire",2020-05-18,1
"New Hampshire.30.79","New Hampshire",2020-05-19,1
"New Hampshire.30.80","New Hampshire",2020-05-20,1
"New Hampshire.30.81","New Hampshire",2020-05-21,1
"New Hampshire.30.82","New Hampshire",2020-05-22,1
"New Hampshire.30.83","New Hampshire",2020-05-23,1
"New Hampshire.30.84","New Hampshire",2020-05-24,1
"New Hampshire.30.85","New Hampshire",2020-05-25,1
"New Hampshire.30.86","New Hampshire",2020-05-26,1
"New Hampshire.30.87","New Hampshire",2020-05-27,1
"New Hampshire.30.88","New Hampshire",2020-05-28,1
"New Hampshire.30.89","New Hampshire",2020-05-29,1
"New Hampshire.30.90","New Hampshire",2020-05-30,1
"New Hampshire.30.91","New Hampshire",2020-05-31,1
"New Hampshire.30.92","New Hampshire",2020-06-01,0
"New Hampshire.30.93","New Hampshire",2020-06-02,0
"New Hampshire.30.94","New Hampshire",2020-06-03,0
"New Hampshire.30.95","New Hampshire",2020-06-04,0
"New Hampshire.30.96","New Hampshire",2020-06-05,0
"New Hampshire.30.97","New Hampshire",2020-06-06,0
"New Hampshire.30.98","New Hampshire",2020-06-07,0
"New Hampshire.30.99","New Hampshire",2020-06-08,0
"New Hampshire.30.100","New Hampshire",2020-06-09,0
"New Hampshire.30.101","New Hampshire",2020-06-10,0
"New Jersey.31","New Jersey",2020-03-01,0
"New Jersey.31.1","New Jersey",2020-03-02,0
"New Jersey.31.2","New Jersey",2020-03-03,0
"New Jersey.31.3","New Jersey",2020-03-04,0
"New Jersey.31.4","New Jersey",2020-03-05,0
"New Jersey.31.5","New Jersey",2020-03-06,0
"New Jersey.31.6","New Jersey",2020-03-07,0
"New Jersey.31.7","New Jersey",2020-03-08,0
"New Jersey.31.8","New Jersey",2020-03-09,0
"New Jersey.31.9","New Jersey",2020-03-10,0
"New Jersey.31.10","New Jersey",2020-03-11,0
"New Jersey.31.11","New Jersey",2020-03-12,0
"New Jersey.31.12","New Jersey",2020-03-13,0
"New Jersey.31.13","New Jersey",2020-03-14,0
"New Jersey.31.14","New Jersey",2020-03-15,0
"New Jersey.31.15","New Jersey",2020-03-16,0
"New Jersey.31.16","New Jersey",2020-03-17,0
"New Jersey.31.17","New Jersey",2020-03-18,0
"New Jersey.31.18","New Jersey",2020-03-19,0
"New Jersey.31.19","New Jersey",2020-03-20,0
"New Jersey.31.20","New Jersey",2020-03-21,1
"New Jersey.31.21","New Jersey",2020-03-22,1
"New Jersey.31.22","New Jersey",2020-03-23,1
"New Jersey.31.23","New Jersey",2020-03-24,1
"New Jersey.31.24","New Jersey",2020-03-25,1
"New Jersey.31.25","New Jersey",2020-03-26,1
"New Jersey.31.26","New Jersey",2020-03-27,1
"New Jersey.31.27","New Jersey",2020-03-28,1
"New Jersey.31.28","New Jersey",2020-03-29,1
"New Jersey.31.29","New Jersey",2020-03-30,1
"New Jersey.31.30","New Jersey",2020-03-31,1
"New Jersey.31.31","New Jersey",2020-04-01,1
"New Jersey.31.32","New Jersey",2020-04-02,1
"New Jersey.31.33","New Jersey",2020-04-03,1
"New Jersey.31.34","New Jersey",2020-04-04,1
"New Jersey.31.35","New Jersey",2020-04-05,1
"New Jersey.31.36","New Jersey",2020-04-06,1
"New Jersey.31.37","New Jersey",2020-04-07,1
"New Jersey.31.38","New Jersey",2020-04-08,1
"New Jersey.31.39","New Jersey",2020-04-09,1
"New Jersey.31.40","New Jersey",2020-04-10,1
"New Jersey.31.41","New Jersey",2020-04-11,1
"New Jersey.31.42","New Jersey",2020-04-12,1
"New Jersey.31.43","New Jersey",2020-04-13,1
"New Jersey.31.44","New Jersey",2020-04-14,1
"New Jersey.31.45","New Jersey",2020-04-15,1
"New Jersey.31.46","New Jersey",2020-04-16,1
"New Jersey.31.47","New Jersey",2020-04-17,1
"New Jersey.31.48","New Jersey",2020-04-18,1
"New Jersey.31.49","New Jersey",2020-04-19,1
"New Jersey.31.50","New Jersey",2020-04-20,1
"New Jersey.31.51","New Jersey",2020-04-21,1
"New Jersey.31.52","New Jersey",2020-04-22,1
"New Jersey.31.53","New Jersey",2020-04-23,1
"New Jersey.31.54","New Jersey",2020-04-24,1
"New Jersey.31.55","New Jersey",2020-04-25,1
"New Jersey.31.56","New Jersey",2020-04-26,1
"New Jersey.31.57","New Jersey",2020-04-27,1
"New Jersey.31.58","New Jersey",2020-04-28,1
"New Jersey.31.59","New Jersey",2020-04-29,1
"New Jersey.31.60","New Jersey",2020-04-30,1
"New Jersey.31.61","New Jersey",2020-05-01,1
"New Jersey.31.62","New Jersey",2020-05-02,1
"New Jersey.31.63","New Jersey",2020-05-03,1
"New Jersey.31.64","New Jersey",2020-05-04,1
"New Jersey.31.65","New Jersey",2020-05-05,1
"New Jersey.31.66","New Jersey",2020-05-06,1
"New Jersey.31.67","New Jersey",2020-05-07,1
"New Jersey.31.68","New Jersey",2020-05-08,1
"New Jersey.31.69","New Jersey",2020-05-09,1
"New Jersey.31.70","New Jersey",2020-05-10,1
"New Jersey.31.71","New Jersey",2020-05-11,1
"New Jersey.31.72","New Jersey",2020-05-12,1
"New Jersey.31.73","New Jersey",2020-05-13,1
"New Jersey.31.74","New Jersey",2020-05-14,1
"New Jersey.31.75","New Jersey",2020-05-15,1
"New Jersey.31.76","New Jersey",2020-05-16,1
"New Jersey.31.77","New Jersey",2020-05-17,1
"New Jersey.31.78","New Jersey",2020-05-18,1
"New Jersey.31.79","New Jersey",2020-05-19,1
"New Jersey.31.80","New Jersey",2020-05-20,1
"New Jersey.31.81","New Jersey",2020-05-21,1
"New Jersey.31.82","New Jersey",2020-05-22,1
"New Jersey.31.83","New Jersey",2020-05-23,1
"New Jersey.31.84","New Jersey",2020-05-24,1
"New Jersey.31.85","New Jersey",2020-05-25,1
"New Jersey.31.86","New Jersey",2020-05-26,1
"New Jersey.31.87","New Jersey",2020-05-27,1
"New Jersey.31.88","New Jersey",2020-05-28,1
"New Jersey.31.89","New Jersey",2020-05-29,1
"New Jersey.31.90","New Jersey",2020-05-30,1
"New Jersey.31.91","New Jersey",2020-05-31,1
"New Jersey.31.92","New Jersey",2020-06-01,1
"New Jersey.31.93","New Jersey",2020-06-02,1
"New Jersey.31.94","New Jersey",2020-06-03,1
"New Jersey.31.95","New Jersey",2020-06-04,1
"New Jersey.31.96","New Jersey",2020-06-05,1
"New Jersey.31.97","New Jersey",2020-06-06,0
"New Jersey.31.98","New Jersey",2020-06-07,0
"New Jersey.31.99","New Jersey",2020-06-08,0
"New Jersey.31.100","New Jersey",2020-06-09,0
"New Jersey.31.101","New Jersey",2020-06-10,0
"New Mexico.32","New Mexico",2020-03-01,0
"New Mexico.32.1","New Mexico",2020-03-02,0
"New Mexico.32.2","New Mexico",2020-03-03,0
"New Mexico.32.3","New Mexico",2020-03-04,0
"New Mexico.32.4","New Mexico",2020-03-05,0
"New Mexico.32.5","New Mexico",2020-03-06,0
"New Mexico.32.6","New Mexico",2020-03-07,0
"New Mexico.32.7","New Mexico",2020-03-08,0
"New Mexico.32.8","New Mexico",2020-03-09,0
"New Mexico.32.9","New Mexico",2020-03-10,0
"New Mexico.32.10","New Mexico",2020-03-11,0
"New Mexico.32.11","New Mexico",2020-03-12,0
"New Mexico.32.12","New Mexico",2020-03-13,0
"New Mexico.32.13","New Mexico",2020-03-14,0
"New Mexico.32.14","New Mexico",2020-03-15,0
"New Mexico.32.15","New Mexico",2020-03-16,0
"New Mexico.32.16","New Mexico",2020-03-17,0
"New Mexico.32.17","New Mexico",2020-03-18,0
"New Mexico.32.18","New Mexico",2020-03-19,0
"New Mexico.32.19","New Mexico",2020-03-20,0
"New Mexico.32.20","New Mexico",2020-03-21,0
"New Mexico.32.21","New Mexico",2020-03-22,0
"New Mexico.32.22","New Mexico",2020-03-23,0
"New Mexico.32.23","New Mexico",2020-03-24,1
"New Mexico.32.24","New Mexico",2020-03-25,1
"New Mexico.32.25","New Mexico",2020-03-26,1
"New Mexico.32.26","New Mexico",2020-03-27,1
"New Mexico.32.27","New Mexico",2020-03-28,1
"New Mexico.32.28","New Mexico",2020-03-29,1
"New Mexico.32.29","New Mexico",2020-03-30,1
"New Mexico.32.30","New Mexico",2020-03-31,1
"New Mexico.32.31","New Mexico",2020-04-01,1
"New Mexico.32.32","New Mexico",2020-04-02,1
"New Mexico.32.33","New Mexico",2020-04-03,1
"New Mexico.32.34","New Mexico",2020-04-04,1
"New Mexico.32.35","New Mexico",2020-04-05,1
"New Mexico.32.36","New Mexico",2020-04-06,1
"New Mexico.32.37","New Mexico",2020-04-07,1
"New Mexico.32.38","New Mexico",2020-04-08,1
"New Mexico.32.39","New Mexico",2020-04-09,1
"New Mexico.32.40","New Mexico",2020-04-10,1
"New Mexico.32.41","New Mexico",2020-04-11,1
"New Mexico.32.42","New Mexico",2020-04-12,1
"New Mexico.32.43","New Mexico",2020-04-13,1
"New Mexico.32.44","New Mexico",2020-04-14,1
"New Mexico.32.45","New Mexico",2020-04-15,1
"New Mexico.32.46","New Mexico",2020-04-16,1
"New Mexico.32.47","New Mexico",2020-04-17,1
"New Mexico.32.48","New Mexico",2020-04-18,1
"New Mexico.32.49","New Mexico",2020-04-19,1
"New Mexico.32.50","New Mexico",2020-04-20,1
"New Mexico.32.51","New Mexico",2020-04-21,1
"New Mexico.32.52","New Mexico",2020-04-22,1
"New Mexico.32.53","New Mexico",2020-04-23,1
"New Mexico.32.54","New Mexico",2020-04-24,1
"New Mexico.32.55","New Mexico",2020-04-25,1
"New Mexico.32.56","New Mexico",2020-04-26,1
"New Mexico.32.57","New Mexico",2020-04-27,1
"New Mexico.32.58","New Mexico",2020-04-28,1
"New Mexico.32.59","New Mexico",2020-04-29,1
"New Mexico.32.60","New Mexico",2020-04-30,1
"New Mexico.32.61","New Mexico",2020-05-01,1
"New Mexico.32.62","New Mexico",2020-05-02,1
"New Mexico.32.63","New Mexico",2020-05-03,1
"New Mexico.32.64","New Mexico",2020-05-04,1
"New Mexico.32.65","New Mexico",2020-05-05,1
"New Mexico.32.66","New Mexico",2020-05-06,1
"New Mexico.32.67","New Mexico",2020-05-07,1
"New Mexico.32.68","New Mexico",2020-05-08,1
"New Mexico.32.69","New Mexico",2020-05-09,1
"New Mexico.32.70","New Mexico",2020-05-10,1
"New Mexico.32.71","New Mexico",2020-05-11,1
"New Mexico.32.72","New Mexico",2020-05-12,1
"New Mexico.32.73","New Mexico",2020-05-13,1
"New Mexico.32.74","New Mexico",2020-05-14,1
"New Mexico.32.75","New Mexico",2020-05-15,1
"New Mexico.32.76","New Mexico",2020-05-16,1
"New Mexico.32.77","New Mexico",2020-05-17,1
"New Mexico.32.78","New Mexico",2020-05-18,1
"New Mexico.32.79","New Mexico",2020-05-19,1
"New Mexico.32.80","New Mexico",2020-05-20,1
"New Mexico.32.81","New Mexico",2020-05-21,1
"New Mexico.32.82","New Mexico",2020-05-22,1
