"","week","date","state","weekly_death","cum_death"
"Virginia.1009",5,2020-01-28,"Virginia",0,0
"Virginia.1010",6,2020-02-04,"Virginia",0,0
"Virginia.1011",7,2020-02-11,"Virginia",0,0
"Virginia.1012",8,2020-02-18,"Virginia",0,0
"Virginia.1013",9,2020-02-25,"Virginia",0,0
"Virginia.1014",10,2020-03-03,"Virginia",0,0
"Virginia.1015",11,2020-03-10,"Virginia",2,2
"Virginia.1016",12,2020-03-17,"Virginia",4,6
"Virginia.1017",13,2020-03-24,"Virginia",9,15
"Virginia.1018",14,2020-03-31,"Virginia",51,66
"Virginia.1019",15,2020-04-07,"Virginia",83,149
"Virginia.1020",16,2020-04-14,"Virginia",151,300
"Virginia.1021",17,2020-04-21,"Virginia",160,460
"Virginia.1022",18,2020-04-28,"Virginia",224,684
"Virginia.1023",19,2020-05-05,"Virginia",166,850
"Virginia.1024",20,2020-05-12,"Virginia",165,1015
"Virginia.1025",21,2020-05-19,"Virginia",193,1208
"Virginia.1026",22,2020-05-26,"Virginia",28,1236
"Washington.1027",4,2020-01-21,"Washington",0,0
"Washington.1028",5,2020-01-28,"Washington",0,0
"Washington.1029",6,2020-02-04,"Washington",0,0
"Washington.1030",7,2020-02-11,"Washington",0,0
"Washington.1031",8,2020-02-18,"Washington",0,0
"Washington.1032",9,2020-02-25,"Washington",6,6
"Washington.1033",10,2020-03-03,"Washington",13,19
"Washington.1034",11,2020-03-10,"Washington",29,48
"Washington.1035",12,2020-03-17,"Washington",61,109
"Washington.1036",13,2020-03-24,"Washington",96,205
"Washington.1037",14,2020-03-31,"Washington",176,381
"Washington.1038",15,2020-04-07,"Washington",132,513
"Washington.1039",16,2020-04-14,"Washington",130,643
"Washington.1040",17,2020-04-21,"Washington",121,764
"Washington.1041",18,2020-04-28,"Washington",77,841
"Washington.1042",19,2020-05-05,"Washington",104,945
"Washington.1043",20,2020-05-12,"Washington",57,1002
"Washington.1044",21,2020-05-19,"Washington",68,1070
"Washington.1045",22,2020-05-26,"Washington",8,1078
"West Virginia.1046",4,2020-01-21,"West Virginia",0,0
"West Virginia.1047",5,2020-01-28,"West Virginia",0,0
"West Virginia.1048",6,2020-02-04,"West Virginia",0,0
"West Virginia.1049",7,2020-02-11,"West Virginia",0,0
"West Virginia.1050",8,2020-02-18,"West Virginia",0,0
"West Virginia.1051",9,2020-02-25,"West Virginia",0,0
"West Virginia.1052",10,2020-03-03,"West Virginia",0,0
"West Virginia.1053",11,2020-03-10,"West Virginia",0,0
"West Virginia.1054",12,2020-03-17,"West Virginia",0,0
"West Virginia.1055",13,2020-03-24,"West Virginia",1,1
"West Virginia.1056",14,2020-03-31,"West Virginia",3,4
"West Virginia.1057",15,2020-04-07,"West Virginia",4,8
"West Virginia.1058",16,2020-04-14,"West Virginia",16,24
"West Virginia.1059",17,2020-04-21,"West Virginia",10,34
"West Virginia.1060",18,2020-04-28,"West Virginia",14,48
"West Virginia.1061",19,2020-05-05,"West Virginia",6,54
"West Virginia.1062",20,2020-05-12,"West Virginia",14,68
"West Virginia.1063",21,2020-05-19,"West Virginia",4,72
"West Virginia.1064",22,2020-05-26,"West Virginia",0,72
"Wisconsin.1065",4,2020-01-21,"Wisconsin",0,0
"Wisconsin.1066",5,2020-01-28,"Wisconsin",0,0
"Wisconsin.1067",6,2020-02-04,"Wisconsin",0,0
"Wisconsin.1068",7,2020-02-11,"Wisconsin",0,0
"Wisconsin.1069",8,2020-02-18,"Wisconsin",0,0
"Wisconsin.1070",9,2020-02-25,"Wisconsin",0,0
"Wisconsin.1071",10,2020-03-03,"Wisconsin",0,0
"Wisconsin.1072",11,2020-03-10,"Wisconsin",0,0
"Wisconsin.1073",12,2020-03-17,"Wisconsin",5,5
"Wisconsin.1074",13,2020-03-24,"Wisconsin",15,20
"Wisconsin.1075",14,2020-03-31,"Wisconsin",58,78
"Wisconsin.1076",15,2020-04-07,"Wisconsin",76,154
"Wisconsin.1077",16,2020-04-14,"Wisconsin",76,230
"Wisconsin.1078",17,2020-04-21,"Wisconsin",51,281
"Wisconsin.1079",18,2020-04-28,"Wisconsin",59,340
"Wisconsin.1080",19,2020-05-05,"Wisconsin",69,409
"Wisconsin.1081",20,2020-05-12,"Wisconsin",50,459
"Wisconsin.1082",21,2020-05-19,"Wisconsin",55,514
"Wisconsin.1083",22,2020-05-26,"Wisconsin",3,517
"Wyoming.1084",4,2020-01-21,"Wyoming",0,0
"Wyoming.1085",5,2020-01-28,"Wyoming",0,0
"Wyoming.1086",6,2020-02-04,"Wyoming",0,0
"Wyoming.1087",7,2020-02-11,"Wyoming",0,0
"Wyoming.1088",8,2020-02-18,"Wyoming",0,0
"Wyoming.1089",9,2020-02-25,"Wyoming",0,0
"Wyoming.1090",10,2020-03-03,"Wyoming",0,0
"Wyoming.1091",11,2020-03-10,"Wyoming",0,0
"Wyoming.1092",12,2020-03-17,"Wyoming",0,0
"Wyoming.1093",13,2020-03-24,"Wyoming",0,0
"Wyoming.1094",14,2020-03-31,"Wyoming",0,0
"Wyoming.1095",15,2020-04-07,"Wyoming",1,1
"Wyoming.1096",16,2020-04-14,"Wyoming",1,2
"Wyoming.1097",17,2020-04-21,"Wyoming",5,7
"Wyoming.1098",18,2020-04-28,"Wyoming",0,7
"Wyoming.1099",19,2020-05-05,"Wyoming",0,7
"Wyoming.1100",20,2020-05-12,"Wyoming",3,10
"Wyoming.1101",21,2020-05-19,"Wyoming",2,12
"Wyoming.1102",22,2020-05-26,"Wyoming",1,13
