"","state","date","week","pos_test","neg_test","test","residential","work","retail_rec","grocery_pharmacy","parks","transit"
"334","New Jersey",2020-03-25,13,15021,18752,33773,22.719696969697,-51.8030303030303,-50.0833333333333,-25.0378787878788,3.84848484848485,-54.6893939393939
"335","New Jersey",2020-04-01,14,25720,23481,49201,23.6212121212121,-54.469696969697,-54.9545454545455,-8.81060606060606,11.8560606060606,-52.8939393939394
"336","New Jersey",2020-04-08,15,24408,20392,44800,25.1590909090909,-58.3257575757576,-61.530303030303,-13.3787878787879,-15.5075757575758,-58.3257575757576
"337","New Jersey",2020-04-15,16,23563,21489,45052,23.496,-53.744,-56.088,-20.984,-13.832,-55.576
"338","New Jersey",2020-04-22,17,21469,28064,49533,23.2992125984252,-52.4488188976378,-56.7165354330709,-22.2834645669291,-21.1574803149606,-55.1181102362205
"339","New Jersey",2020-04-29,18,16737,36527,53264,21.2181818181818,-50.8727272727273,-50.0909090909091,-15.9272727272727,23.3,-48.9
"340","New Jersey",2020-05-06,19,10150,135287,145437,20.2583333333333,-47.05,-47.7666666666667,-11.4,20.9166666666667,-48.1833333333333
"341","New Jersey",2020-05-13,20,8270,78852,87122,21.6969696969697,-51.4848484848485,-44.4848484848485,-11.0606060606061,53.5454545454545,-46.5454545454545
"342","New Mexico",2020-03-04,10,0,69,69,-1.2741935483871,2.51612903225806,11.0645161290323,14.6612903225806,26.5967741935484,8.30645161290323
"343","New Mexico",2020-03-11,11,23,1180,1203,1.45161290322581,-4.96774193548387,3.67741935483871,26.8064516129032,24.2258064516129,3.37096774193548
"344","New Mexico",2020-03-18,12,60,4641,4701,10.7258064516129,-27.8548387096774,-23.8387096774194,14.3870967741935,1.30645161290323,-15.9677419354839
"345","New Mexico",2020-03-25,13,198,6356,6554,16.1,-40.0833333333333,-40.1333333333333,-11.7333333333333,-13.5666666666667,-32.2666666666667
"346","New Mexico",2020-04-01,14,405,8893,9298,15.8166666666667,-41.1,-34.95,-3.88333333333333,-4.21666666666667,-27.75
"347","New Mexico",2020-04-08,15,659,9486,10145,17.1639344262295,-44.1147540983607,-40.2786885245902,-8.54098360655738,-14.8196721311475,-35.0327868852459
"348","New Mexico",2020-04-15,16,626,6159,6785,15.9,-40.05,-32.3833333333333,-6.26666666666667,-10.8333333333333,-32.75
"349","New Mexico",2020-04-22,17,852,19196,20048,15.2622950819672,-39.7213114754098,-29.5245901639344,-2.21311475409836,-2.95081967213115,-32.1311475409836
"350","New Mexico",2020-04-29,18,1208,21709,22917,13,-38.3934426229508,-24.7704918032787,4.22950819672131,2.81967213114754,-28.9508196721311
"351","New Mexico",2020-05-06,19,1038,23963,25001,13.0983606557377,-35.672131147541,-25.1639344262295,9.45901639344262,4.83606557377049,-25.8852459016393
"352","New Mexico",2020-05-13,20,1027,29872,30899,14.8888888888889,-38.8333333333333,-21.5,5.33333333333333,14.3333333333333,-23.1666666666667
"353","New York",2020-03-04,10,173,92,265,-0.36875,3.35,7.50625,6.45625,39.025,4.63125
"354","New York",2020-03-11,11,1527,5414,6941,3.48484848484848,-5.45454545454545,-2.53333333333333,18.769696969697,28.4060606060606,-9.29090909090909
"355","New York",2020-03-18,12,23965,60099,84064,16.6,-37.5875,-40.21875,-3.175,15.1625,-40.3375
"356","New York",2020-03-25,13,50130,63786,113916,21.7515151515152,-51.1030303030303,-51.8848484848485,-21.6484848484848,5.41818181818182,-53.6242424242424
"357","New York",2020-04-01,14,63068,71804,134872,22.6772151898734,-54.3544303797468,-50.5822784810127,-19.1708860759494,22.2025316455696,-55.3860759493671
"358","New York",2020-04-08,15,63345,95740,159085,23.840490797546,-57.0490797546012,-62.2944785276074,-11.6196319018405,3.69325153374233,-57.4846625766871
"359","New York",2020-04-15,16,49482,100700,150182,22.5222929936306,-53.2101910828025,-57.1082802547771,-19.4777070063694,11.5477707006369,-55.5477707006369
"360","New York",2020-04-22,17,43416,152253,195669,22.4085365853659,-52.3658536585366,-57.0853658536585,-20.2865853658537,-3.69512195121951,-55.2926829268293
"361","New York",2020-04-29,18,26086,157819,183905,19.9183673469388,-50.1020408163265,-49.8843537414966,-14.108843537415,42.3469387755102,-49.9455782312925
"362","New York",2020-05-06,19,17293,178921,196214,19.3552631578947,-46.8815789473684,-48.0921052631579,-9.48026315789474,23.8355263157895,-48.8092105263158
"363","New York",2020-05-13,20,14360,228266,242626,21.1951219512195,-51.2682926829268,-44.9268292682927,-10.0975609756098,54.6585365853659,-45.2926829268293
"364","North Carolina",2020-03-04,10,6,0,6,-0.631147540983607,1.31147540983607,8.5655737704918,3.9344262295082,28.3524590163934,4.36065573770492
"365","North Carolina",2020-03-11,11,33,474,507,1.79130434782609,-5.6695652173913,0.904347826086957,14.2695652173913,32.8521739130435,-4.39130434782609
"366","North Carolina",2020-03-18,12,358,7667,8025,11.1623931623932,-27.6666666666667,-29.4786324786325,0.837606837606838,20.7350427350427,-25.1111111111111
"367","North Carolina",2020-03-25,13,1100,13467,14567,14.6825396825397,-37.7619047619048,-36.9523809523809,-10.9603174603175,16.2460317460317,-35.8095238095238
"368","North Carolina",2020-04-01,14,1723,16253,17976,16.45,-42.5285714285714,-40.0142857142857,-14.4571428571429,5.79285714285714,-38.7214285714286
"369","North Carolina",2020-04-08,15,1803,22154,23957,17.3203125,-47.7734375,-42.109375,-14.59375,5.328125,-42.2578125
"370","North Carolina",2020-04-15,16,1927,16365,18292,15.7698412698413,-42.0873015873016,-33.8412698412698,-12.1746031746032,7.3968253968254,-40.4920634920635
"371","North Carolina",2020-04-22,17,2617,26804,29421,15.5658914728682,-40.8914728682171,-33.1472868217054,-11.2868217054264,10.1472868217054,-37.6434108527132
"372","North Carolina",2020-04-29,18,2688,36360,39048,13.3951612903226,-39.4838709677419,-26.6612903225806,-5.19354838709677,20.3467741935484,-32.8548387096774
"373","North Carolina",2020-05-06,19,3090,47354,50444,12.7619047619048,-36.8650793650794,-24.0793650793651,-0.444444444444444,23.6349206349206,-28.2380952380952
"374","North Carolina",2020-05-13,20,4354,58410,62764,14.4838709677419,-39.1612903225806,-22.9677419354839,-3.12903225806452,29.3548387096774,-28.1612903225806
"375","North Dakota",2020-03-04,10,0,6,6,-0.666666666666667,3.2,7.66666666666667,1.33333333333333,11.2666666666667,10.5333333333333
"376","North Dakota",2020-03-11,11,3,214,217,2.35294117647059,-2.64705882352941,-0.235294117647059,14.9411764705882,-4.23529411764706,1.82352941176471
"377","North Dakota",2020-03-18,12,31,1234,1265,13.2,-24.1,-35.35,6.25,-16.95,-18.3
"378","North Dakota",2020-03-25,13,92,2677,2769,16.0714285714286,-31.0714285714286,-42.1428571428571,-10.1428571428571,12.2142857142857,-23.8571428571429
"379","North Dakota",2020-04-01,14,111,3335,3446,19.4210526315789,-36.9473684210526,-49.2631578947368,-15.0526315789474,-20.8421052631579,-36.1052631578947
"380","North Dakota",2020-04-08,15,104,3109,3213,18.5,-39.5,-47.7777777777778,-17.8333333333333,-10.3888888888889,-36.8888888888889
"381","North Dakota",2020-04-15,16,303,3768,4071,18.5555555555556,-36.8888888888889,-41.4444444444444,-14.5555555555556,3.55555555555556,-30.2222222222222
"382","North Dakota",2020-04-22,17,347,8389,8736,16.1818181818182,-36,-35.6363636363636,-10.5454545454545,28.6363636363636,-28.1818181818182
"383","North Dakota",2020-04-29,18,275,12423,12698,13.1818181818182,-32.1818181818182,-25.5454545454545,-3.90909090909091,23.8181818181818,-21.0909090909091
"384","North Dakota",2020-05-06,19,305,11106,11411,12.8333333333333,-28,-20,1.33333333333333,16.0833333333333,-21.5
"385","North Dakota",2020-05-13,20,423,9476,9899,15.25,-32.5,-16.5,-3.25,-2,-16.75
"386","Ohio",2020-03-04,10,3,14,17,-0.972477064220184,2.51376146788991,10.7981651376147,6.44036697247706,58.3302752293578,8.65137614678899
"387","Ohio",2020-03-11,11,64,126,190,2.75438596491228,-4.78947368421053,-2.21052631578947,18.9298245614035,31.5350877192982,-2.09649122807018
"388","Ohio",2020-03-18,12,497,0,497,12.9915254237288,-30.8050847457627,-34.6610169491525,2.52542372881356,26.1610169491525,-17.1779661016949
"389","Ohio",2020-03-25,13,1635,26852,28487,18.1203703703704,-44.3425925925926,-46.6481481481481,-19.9351851851852,48.2962962962963,-28.0277777777778
"390","Ohio",2020-04-01,14,2583,19064,21647,17.3009708737864,-45.3592233009709,-40.8834951456311,-11.2330097087379,62.3980582524272,-26.368932038835
"391","Ohio",2020-04-08,15,2498,14665,17163,18.4347826086957,-48.3304347826087,-44.9913043478261,-15.7130434782609,39.1478260869565,-30.095652173913
"392","Ohio",2020-04-15,16,6445,20268,26713,17.7606837606838,-44.1965811965812,-37.3589743589744,-12.2307692307692,38.965811965812,-28.7094017094017
"393","Ohio",2020-04-22,17,2403,25589,27992,16.0098039215686,-42.5098039215686,-35.0098039215686,-10.7156862745098,50.2352941176471,-26.6470588235294
"394","Ohio",2020-04-29,18,4841,33188,38029,14.2258064516129,-41.5161290322581,-28.6451612903226,-3.7741935483871,76.8494623655914,-20.4516129032258
"395","Ohio",2020-05-06,19,4281,52715,56996,14.4423076923077,-38.2884615384615,-28.7019230769231,-0.105769230769231,48.0576923076923,-19.4038461538462
"396","Ohio",2020-05-13,20,3702,56169,59871,14.3333333333333,-40.1481481481481,-20.0740740740741,0.37037037037037,101.37037037037,-13.2962962962963
"397","Oklahoma",2020-03-04,10,1,15,16,-1.23076923076923,2.76923076923077,11.0769230769231,7.82051282051282,33,9.28205128205128
"398","Oklahoma",2020-03-11,11,15,232,247,1.7,-4.7,3.55,14.4,3.375,3.925
"399","Oklahoma",2020-03-18,12,89,488,577,10.3170731707317,-25.7560975609756,-23.7317073170732,5.1219512195122,-4.65853658536585,-9.75609756097561
"400","Oklahoma",2020-03-25,13,459,494,953,13.2105263157895,-34.6578947368421,-32.5,-8.3421052631579,17.6315789473684,-18.4473684210526
"401","Oklahoma",2020-04-01,14,907,10592,11499,15.390243902439,-39.1707317073171,-35.1219512195122,-5.63414634146341,-7.09756097560976,-23.6585365853659
"402","Oklahoma",2020-04-08,15,712,14264,14976,15.0512820512821,-41.0769230769231,-36.1538461538462,-7.53846153846154,-1.02564102564103,-21.8205128205128
"403","Oklahoma",2020-04-15,16,623,15452,16075,14.1219512195122,-37.3414634146341,-25.5609756097561,-5.21951219512195,10,-16.4390243902439
"404","Oklahoma",2020-04-22,17,603,14752,15355,13.0540540540541,-35.8378378378378,-22.027027027027,-1.81081081081081,22.2162162162162,-10.1081081081081
"405","Oklahoma",2020-04-29,18,717,19001,19718,9.22222222222222,-31.3611111111111,-11.3888888888889,8.27777777777778,32.7222222222222,-2.11111111111111
"406","Oklahoma",2020-05-06,19,605,16089,16694,9.05263157894737,-28.7631578947368,-7.05263157894737,12.3157894736842,30.7368421052632,-2.68421052631579
"407","Oklahoma",2020-05-13,20,757,42279,43036,11.4444444444444,-31.1111111111111,-6.88888888888889,6.33333333333333,4.33333333333333,-9.11111111111111
"408","Oregon",2020-03-04,10,15,213,228,-0.362637362637363,1.40659340659341,7.82417582417582,7.31868131868132,30.9120879120879,2.03296703296703
"409","Oregon",2020-03-11,11,32,476,508,2.61797752808989,-5.97752808988764,-1.59550561797753,12.1011235955056,27.7191011235955,-5.74157303370786
"410","Oregon",2020-03-18,12,162,3661,3823,9.81818181818182,-29.75,-28.7272727272727,2.90909090909091,55.4772727272727,-21.1022727272727
"411","Oregon",2020-03-25,13,481,8786,9267,15.9148936170213,-42.4255319148936,-45.1063829787234,-19.1382978723404,-11.0851063829787,-38.1702127659574
"412","Oregon",2020-04-01,14,491,8690,9181,15.4239130434783,-43.1195652173913,-40,-11.5326086956522,1.79347826086957,-35.445652173913
"413","Oregon",2020-04-08,15,452,8904,9356,14,-42.8913043478261,-38.4673913043478,-8.93478260869565,35.8260869565217,-33.6521739130435
"414","Oregon",2020-04-15,16,369,8396,8765,13.6464646464646,-40.9191919191919,-30.3838383838384,-8.01010101010101,34.2323232323232,-33.5959595959596
"415","Oregon",2020-04-22,17,352,9718,10070,13.96,-40.66,-32.45,-8.33,19.83,-33.35
"416","Oregon",2020-04-29,18,485,13741,14226,11.3645833333333,-38.84375,-26.1875,-1.57291666666667,30.25,-28.4583333333333
"417","Oregon",2020-05-06,19,447,11735,12182,10.5869565217391,-36.1739130434783,-23.4347826086957,5.90217391304348,57.4673913043478,-23.5217391304348
"418","Oregon",2020-05-13,20,440,21674,22114,13.6896551724138,-39.2758620689655,-24.9310344827586,-0.448275862068966,12.3448275862069,-26.4827586206897
"419","Pennsylvania",2020-03-04,10,10,0,10,-0.490322580645161,1.75483870967742,8.38709677419355,5.41935483870968,47.0903225806452,6
"420","Pennsylvania",2020-03-11,11,84,879,963,2.72327044025157,-5.60377358490566,0.515723270440252,14.3710691823899,39.3459119496855,-4.52201257861635
"421","Pennsylvania",2020-03-18,12,755,7764,8519,15.4465408805031,-36.7106918238994,-40.8930817610063,-8.34591194968553,15.4779874213836,-35.0691823899371
"422","Pennsylvania",2020-03-25,13,3992,29002,32994,19.7721518987342,-47.2025316455696,-49.5253164556962,-24.3037974683544,5.72784810126582,-45.3607594936709
"423","Pennsylvania",2020-04-01,14,9716,39074,48790,19.9935483870968,-48.7935483870968,-47.3096774193548,-21.0129032258065,20.6838709677419,-45.258064516129
"424","Pennsylvania",2020-04-08,15,10786,31567,42353,21.1363636363636,-52.7077922077922,-50.8311688311688,-23.6558441558442,9.83766233766234,-48.9805194805195
"425","Pennsylvania",2020-04-15,16,9183,24037,33220,19.8246753246753,-47.5974025974026,-44.0844155844156,-18.4805194805195,15.5324675324675,-43.7662337662338
"426","Pennsylvania",2020-04-22,17,8736,33501,42237,19.6733333333333,-47.0333333333333,-44.44,-19.4466666666667,1.39333333333333,-44.4866666666667
"427","Pennsylvania",2020-04-29,18,7693,34101,41794,16.9338235294118,-44.9117647058824,-36.8308823529412,-11.6691176470588,45.7352941176471,-39.0808823529412
"428","Pennsylvania",2020-05-06,19,7034,38064,45098,16.6052631578947,-41.1973684210526,-35.3815789473684,-7.63157894736842,22.3486842105263,-36.4802631578947
"429","Pennsylvania",2020-05-13,20,5675,48045,53720,16.9545454545455,-44.3863636363636,-30.25,-5.79545454545455,68.8863636363636,-31.5
"430","Rhode Island",2020-02-26,9,1,6,7,-0.464285714285714,2.78571428571429,8.14285714285714,-1.07142857142857,12.1428571428571,1.78571428571429
"431","Rhode Island",2020-03-04,10,1,52,53,-0.521739130434783,2.26086956521739,8.30434782608696,0.260869565217391,49,-1.04347826086957
"432","Rhode Island",2020-03-11,11,20,345,365,3.07407407407407,-5.25925925925926,-0.0740740740740741,17,45.1481481481481,-14.4074074074074
"433","Rhode Island",2020-03-18,12,101,797,898,15.3846153846154,-33.9230769230769,-35.8461538461538,-3.23076923076923,25.7692307692308,-44.6153846153846
"434","Rhode Island",2020-03-25,13,365,2276,2641,18.625,-43.625,-44.0833333333333,-19.75,36.5416666666667,-53.5833333333333
"435","Rhode Island",2020-04-01,14,741,5601,6342,20.2068965517241,-47.0689655172414,-44.8620689655172,-18.7931034482759,14.8275862068966,-54.6896551724138
"436","Rhode Island",2020-04-08,15,2021,10572,12593,21.551724137931,-51.0689655172414,-48.2068965517241,-22.5172413793103,-1.86206896551724,-60.6896551724138
"437","Rhode Island",2020-04-15,16,2216,14184,16400,19.9,-47.4666666666667,-39.3,-18.6333333333333,21,-58.3
"438","Rhode Island",2020-04-22,17,2459,15934,18393,20.5,-47.6333333333333,-41.3,-21.0333333333333,-4.1,-61.7
"439","Rhode Island",2020-04-29,18,2007,16735,18742,17.8518518518519,-45.7037037037037,-32.8148148148148,-13.7777777777778,45.8148148148148,-50.4814814814815
"440","Rhode Island",2020-05-06,19,1681,17123,18804,16.9642857142857,-42.2857142857143,-30.3571428571429,-9.28571428571429,37.5,-48.9642857142857
"441","Rhode Island",2020-05-13,20,1337,20670,22007,16.8,-44.3,-25,-8.4,76.8,-43.4
"442","South Carolina",2020-03-04,10,7,24,31,-0.181818181818182,1.47727272727273,7.96590909090909,4.54545454545455,19.7159090909091,10.3409090909091
"443","South Carolina",2020-03-11,11,26,287,313,0.494252873563218,-1.88505747126437,6.45977011494253,17.1724137931034,35.3333333333333,6.94252873563218
"444","South Carolina",2020-03-18,12,265,1701,1966,9.93333333333333,-23.9777777777778,-25.3777777777778,5.35555555555556,11.6444444444444,-17.0222222222222
"445","South Carolina",2020-03-25,13,785,2604,3389,13.6590909090909,-35.0681818181818,-33.4545454545455,-7.71590909090909,2.42045454545455,-29.5
"446","South Carolina",2020-04-01,14,1334,16647,17981,14.9333333333333,-40.4444444444444,-35.1777777777778,-6.28888888888889,-14,-32.7444444444444
"447","South Carolina",2020-04-08,15,1136,9056,10192,16.6483516483516,-45.7582417582418,-42.3736263736264,-13.1428571428571,-21.4615384615385,-38.0549450549451
"448","South Carolina",2020-04-15,16,886,6519,7405,14.9340659340659,-40.0879120879121,-31.5164835164835,-9.01098901098901,-16.6153846153846,-30.956043956044
"449","South Carolina",2020-04-22,17,1174,9694,10868,14.4659090909091,-38.7159090909091,-28.75,-6.375,-7.32954545454545,-26.0909090909091
"450","South Carolina",2020-04-29,18,1144,14482,15626,11.8095238095238,-36.3809523809524,-20.452380952381,-0.297619047619048,9.38095238095238,-22.452380952381
"451","South Carolina",2020-05-06,19,1170,24199,25369,11.0722891566265,-33.2530120481928,-15.6506024096386,5.56626506024096,13.7590361445783,-18.3132530120482
"452","South Carolina",2020-05-13,20,1129,40794,41923,12.3333333333333,-33.6296296296296,-11.6296296296296,1.25925925925926,20.3703703703704,-13
"453","South Dakota",2020-03-04,10,0,11,11,-1.38095238095238,2.61904761904762,10.5238095238095,12.7142857142857,47.6190476190476,10.6190476190476
"454","South Dakota",2020-03-11,11,11,540,551,2.76190476190476,-4.04761904761905,-2.71428571428571,22,12.6666666666667,1.57142857142857
"455","South Dakota",2020-03-18,12,19,239,258,10.5238095238095,-20.5238095238095,-24.047619047619,11,17.5238095238095,-11.4285714285714
"456","South Dakota",2020-03-25,13,78,2819,2897,14.047619047619,-28.7619047619048,-36.9047619047619,-3.19047619047619,39.7619047619048,-23.0952380952381
"457","South Dakota",2020-04-01,14,212,2339,2551,15.9047619047619,-34.4761904761905,-39.1904761904762,-4.19047619047619,33.3333333333333,-26.5714285714286
"458","South Dakota",2020-04-08,15,668,2360,3028,16.4285714285714,-39.1904761904762,-43.9523809523809,-9.19047619047619,20.9047619047619,-31.2857142857143
"459","South Dakota",2020-04-15,16,767,2752,3519,15.9047619047619,-35.5238095238095,-35.6190476190476,-5.85714285714286,31.8095238095238,-25.8095238095238
"460","South Dakota",2020-04-22,17,558,3239,3797,13.95,-35.4,-27.95,0.9,104.15,-17.45
"461","South Dakota",2020-04-29,18,408,2002,2410,11.1904761904762,-32.1428571428571,-19.6666666666667,6.66666666666667,107.857142857143,-12.3333333333333
"462","South Dakota",2020-05-06,19,942,5233,6175,11.8571428571429,-28.7142857142857,-16,12.1904761904762,74.3333333333333,-11.952380952381
"463","South Dakota",2020-05-13,20,422,4090,4512,13.6666666666667,-32,-15.3333333333333,8.33333333333333,68.8333333333333,-8.5
"464","Tennessee",2020-03-04,10,6,0,6,-0.697368421052632,-0.460526315789474,9.63157894736842,9.13157894736842,48.8421052631579,9.10526315789474
"465","Tennessee",2020-03-11,11,66,330,396,2.43023255813953,-6.34883720930233,-0.511627906976744,17.2441860465116,17.1279069767442,0.86046511627907
"466","Tennessee",2020-03-18,12,594,10187,10781,11.2674418604651,-27.5813953488372,-27.0348837209302,6.80232558139535,-0.406976744186047,-17.546511627907
"467","Tennessee",2020-03-25,13,1572,14604,16176,15.4189189189189,-39.8783783783784,-36.2702702702703,-9.5,21.1351351351351,-28.8783783783784
"468","Tennessee",2020-04-01,14,1899,23615,25514,16.3647058823529,-43.5529411764706,-38.4117647058824,-8.14117647058823,2.55294117647059,-34.0588235294118
"469","Tennessee",2020-04-08,15,1685,24272,25957,17.2435897435897,-47.7435897435897,-41.2307692307692,-12.0512820512821,-7.16666666666667,-37.3717948717949
"470","Tennessee",2020-04-15,16,1571,27780,29351,15.0361445783133,-41.7469879518072,-30.7228915662651,-8.49397590361446,3.1566265060241,-31.0481927710843
"471","Tennessee",2020-04-22,17,2658,51088,53746,15.3294117647059,-41.0117647058824,-30.5764705882353,-9.49411764705882,-3.18823529411765,-30.0117647058824
"472","Tennessee",2020-04-29,18,3638,53296,56934,12.012987012987,-37.961038961039,-19.9220779220779,-2.05194805194805,21.9350649350649,-20.4025974025974
"473","Tennessee",2020-05-06,19,2421,62541,64962,11.7654320987654,-34.6172839506173,-14.7283950617284,3.79012345679012,21.2839506172839,-17.2222222222222
"474","Tennessee",2020-05-13,20,2267,60032,62299,14.5789473684211,-38.8947368421053,-14.0526315789474,-0.0526315789473684,11.2105263157895,-15.8421052631579
"475","Texas",2020-03-04,10,12,0,12,-0.906382978723404,0.476595744680851,9.40851063829787,6.1063829787234,18.8255319148936,8.42127659574468
"476","Texas",2020-03-11,11,51,1204,1255,2.38396624472574,-10.4303797468354,3.9873417721519,17.2784810126582,24.5864978902954,3.91139240506329
"477","Texas",2020-03-18,12,346,9553,9899,12.5238095238095,-28.547619047619,-26.3571428571429,4.95634920634921,-11.202380952381,-17.8968253968254
"478","Texas",2020-03-25,13,2856,28969,31825,17.368,-39.436,-39.836,-15.424,-13.004,-31.764
"479","Texas",2020-04-01,14,4996,40661,45657,18.94921875,-43.03515625,-41.70703125,-16.96484375,-28.296875,-36.44140625
"480","Texas",2020-04-08,15,6362,51456,57818,19.0239043824701,-45.8167330677291,-42.0318725099602,-19.00796812749,-23.6892430278884,-36.7450199203187
"481","Texas",2020-04-15,16,5572,53360,58932,17.6758893280632,-40.9881422924901,-34.304347826087,-15.9762845849802,-19.1541501976285,-32.8379446640316
"482","Texas",2020-04-22,17,5975,89010,94985,16.7083333333333,-40.6,-31.2541666666667,-12.7,-2.54166666666667,-28.1125
"483","Texas",2020-04-29,18,7198,119628,126826,14.1,-37.725,-24.4166666666667,-6.92916666666667,4.15,-22.7875
"484","Texas",2020-05-06,19,7679,103283,110962,13.2575107296137,-34.4892703862661,-19.3605150214592,-1.2618025751073,11.4163090128755,-20.7038626609442
"485","Texas",2020-05-13,20,8864,197901,206765,15.6376811594203,-38.2608695652174,-17.0434782608696,-4.66666666666667,9.68115942028986,-20.5942028985507
"486","Utah",2020-03-04,10,1,0,1,-0.519230769230769,0.75,7.73076923076923,15.1538461538462,45.0384615384615,4.26923076923077
"487","Utah",2020-03-11,11,49,131,180,2.24,-6.12,0.44,28.92,48.42,-0.62
"488","Utah",2020-03-18,12,248,5393,5641,12.5434782608696,-32.0869565217391,-27.9782608695652,10.7826086956522,47.5217391304348,-17.1304347826087
"489","Utah",2020-03-25,13,588,12102,12690,15.6041666666667,-39.1666666666667,-35.1458333333333,-6.39583333333333,20.4166666666667,-25.6041666666667
"490","Utah",2020-04-01,14,851,15283,16134,16.8125,-44.5,-36.3958333333333,-8.29166666666667,32.9375,-27.6666666666667
"491","Utah",2020-04-08,15,674,11155,11829,16.4,-45.7333333333333,-37.4888888888889,-8.48888888888889,45.7111111111111,-30.5777777777778
"492","Utah",2020-04-15,16,884,24998,25882,15.9787234042553,-42.4468085106383,-29.9148936170213,-8.70212765957447,42.2765957446809,-27.5744680851064
"493","Utah",2020-04-22,17,1047,29034,30081,14.6046511627907,-41.6046511627907,-26.906976744186,-5.72093023255814,73.8139534883721,-25.4418604651163
"494","Utah",2020-04-29,18,1106,23170,24276,11.6829268292683,-39.3170731707317,-21.5853658536585,-4.65853658536585,85.3170731707317,-21.8780487804878
"495","Utah",2020-05-06,19,983,25787,26770,11.1025641025641,-36.2051282051282,-14.8717948717949,5.76923076923077,93,-20.7179487179487
"496","Utah",2020-05-13,20,952,19585,20537,13.8333333333333,-40.5833333333333,-13.8333333333333,3.58333333333333,86.4166666666667,-22.4166666666667
"497","Vermont",2020-03-04,10,1,40,41,-0.142857142857143,0,7.5,5.42857142857143,29.3571428571429,8.14285714285714
"498","Vermont",2020-03-11,11,9,455,464,3.14285714285714,-5.42857142857143,-3.57142857142857,7.5,7.92857142857143,-11.0714285714286
"499","Vermont",2020-03-18,12,85,945,1030,15.1428571428571,-36.2857142857143,-39.3571428571429,-20.5,11.5,-35.2142857142857
"500","Vermont",2020-03-25,13,198,2517,2715,21,-52.0714285714286,-53,-37.2142857142857,-1.35714285714286,-50.5
"501","Vermont",2020-04-01,14,282,2597,2879,21.7142857142857,-55.4285714285714,-53.8571428571429,-37.1428571428571,14.5714285714286,-58.2142857142857
"502","Vermont",2020-04-08,15,177,3279,3456,23.1538461538462,-57.6923076923077,-55.9230769230769,-37.2307692307692,-4.23076923076923,-62.6153846153846
"503","Vermont",2020-04-15,16,66,2460,2526,20.7142857142857,-53.9285714285714,-50.7142857142857,-31.7857142857143,25.9285714285714,-60.4285714285714
"504","Vermont",2020-04-22,17,44,2060,2104,20.2142857142857,-52.7857142857143,-48.7857142857143,-30,19.6428571428571,-58.5714285714286
"505","Vermont",2020-04-29,18,45,2258,2303,17.3571428571429,-49.9285714285714,-42.5714285714286,-24.8571428571429,59.1428571428571,-53.1428571428571
"506","Vermont",2020-05-06,19,20,3724,3744,17.7857142857143,-48.1428571428571,-41.2857142857143,-21.7142857142857,36.9285714285714,-53.9285714285714
"507","Vermont",2020-05-13,20,17,3312,3329,19.75,-51.5,-36.5,-20.25,82.5,-44.25
"508","Virginia",2020-03-04,10,8,53,61,-0.403361344537815,0.521008403361345,6.85714285714286,6.35294117647059,30.2436974789916,2.46218487394958
"509","Virginia",2020-03-11,11,59,908,967,3.275,-7.55,-2,12.525,22.0583333333333,-8.10833333333333
"510","Virginia",2020-03-18,12,223,3219,3442,14.6880733944954,-35.1467889908257,-30.4036697247706,-2.61467889908257,21.743119266055,-35.4128440366973
"511","Virginia",2020-03-25,13,960,7971,8931,18.1621621621622,-43.981981981982,-39.4594594594595,-13.3963963963964,20.7837837837838,-42.7297297297297
"512","Virginia",2020-04-01,14,2083,13161,15244,19.8070175438597,-47.6052631578947,-42.2894736842105,-15.5438596491228,-0.236842105263158,-46.5175438596491
"513","Virginia",2020-04-08,15,2838,11280,14118,20.5803571428571,-50.7767857142857,-44.3839285714286,-17.6875,5.9375,-47.2321428571429
"514","Virginia",2020-04-15,16,3459,12132,15591,19.7567567567568,-47.6126126126126,-38.981981981982,-14.8108108108108,2.34234234234234,-44.4504504504505
"515","Virginia",2020-04-22,17,4709,20235,24944,19.8207547169811,-47.8207547169811,-38.688679245283,-15.2264150943396,2.16037735849057,-44.0377358490566
"516","Virginia",2020-04-29,18,5917,24493,30410,17.9029126213592,-47.1844660194175,-33.9417475728155,-10.6019417475728,20.3009708737864,-39.0194174757282
"517","Virginia",2020-05-06,19,5544,36077,41621,17.2477876106195,-44.1150442477876,-33.0176991150442,-7.00884955752212,10.8053097345133,-38.3362831858407
"518","Virginia",2020-05-13,20,6345,41115,47460,19.6896551724138,-49.4827586206897,-31.1724137931034,-7.31034482758621,41.0344827586207,-39.6551724137931
"519","Washington",2020-02-12,7,0,0,0,1.72549019607843,-13.9607843137255,11.8823529411765,2.05882352941176,39.843137254902,8.62745098039216
"520","Washington",2020-02-19,8,0,0,0,-0.643410852713178,0.922480620155039,5.62790697674419,2.1937984496124,38.9302325581395,10.2403100775194
"521","Washington",2020-02-26,9,88,427,515,-1.25,2.28787878787879,10.5454545454545,6.25,32.5378787878788,10
"522","Washington",2020-03-04,10,398,4420,4818,0.251908396946565,-0.900763358778626,6.45801526717557,7.58015267175572,35.4961832061069,5.31297709923664
"523","Washington",2020-03-11,11,1352,22502,23854,3.36764705882353,-7.82352941176471,-2.50735294117647,15.4264705882353,28.0367647058824,-5.29411764705882
