,state,date,Mask,lock_down,Stay-at-home
199452,New Jersey,3/2/20,0,0,
199475,New Jersey,3/3/20,0,0,
199498,New Jersey,3/4/20,0,0,
199521,New Jersey,3/5/20,0,0,
199544,New Jersey,3/6/20,0,0,
199567,New Jersey,3/7/20,0,0,
199590,New Jersey,3/8/20,0,0,
199613,New Jersey,3/9/20,0,0,
199636,New Jersey,3/10/20,0,0,
199659,New Jersey,3/11/20,0,0,
199682,New Jersey,3/12/20,0,0,
199705,New Jersey,3/13/20,0,0,
199728,New Jersey,3/14/20,0,0,
199751,New Jersey,3/15/20,0,0,
199774,New Jersey,3/16/20,0,0,
199797,New Jersey,3/17/20,0,0,
199820,New Jersey,3/18/20,0,0,
199843,New Jersey,3/19/20,0,0,
199866,New Jersey,3/20/20,0,0,
199889,New Jersey,3/21/20,0,1,
199912,New Jersey,3/22/20,0,1,
199935,New Jersey,3/23/20,0,1,
199958,New Jersey,3/24/20,0,1,
199981,New Jersey,3/25/20,0,1,
200004,New Jersey,3/26/20,0,1,
200027,New Jersey,3/27/20,0,1,
200050,New Jersey,3/28/20,0,1,
200073,New Jersey,3/29/20,0,1,
200096,New Jersey,3/30/20,0,1,
200119,New Jersey,3/31/20,0,1,
200142,New Jersey,4/1/20,0,1,
200165,New Jersey,4/2/20,0,1,
200188,New Jersey,4/3/20,0,1,
200211,New Jersey,4/4/20,1,1,
200234,New Jersey,4/5/20,1,1,
200257,New Jersey,4/6/20,1,1,
200280,New Jersey,4/7/20,1,1,
200303,New Jersey,4/8/20,1,1,
200326,New Jersey,4/9/20,1,1,
200349,New Jersey,4/10/20,1,1,
200372,New Jersey,4/11/20,1,1,
200395,New Jersey,4/12/20,1,1,
200418,New Jersey,4/13/20,1,1,
200441,New Jersey,4/14/20,1,1,
200464,New Jersey,4/15/20,1,1,
200487,New Jersey,4/16/20,1,1,
200510,New Jersey,4/17/20,1,1,
200533,New Jersey,4/18/20,1,1,
200556,New Jersey,4/19/20,1,1,
200579,New Jersey,4/20/20,1,1,
200602,New Jersey,4/21/20,1,1,
200625,New Jersey,4/22/20,1,1,
200648,New Jersey,4/23/20,1,1,
200671,New Jersey,4/24/20,1,1,
200694,New Jersey,4/25/20,1,1,
200717,New Jersey,4/26/20,1,1,
200740,New Jersey,4/27/20,1,1,
200763,New Jersey,4/28/20,1,1,
200786,New Jersey,4/29/20,1,1,
200809,New Jersey,4/30/20,1,1,
200832,New Jersey,5/1/20,1,1,
200855,New Jersey,5/2/20,1,1,
200878,New Jersey,5/3/20,1,1,
200901,New Jersey,5/4/20,1,1,
200924,New Jersey,5/5/20,1,1,
200947,New Jersey,5/6/20,1,1,
200970,New Jersey,5/7/20,1,1,
200993,New Jersey,5/8/20,1,1,
201016,New Mexico,1/22/20,0,0,
201051,New Mexico,1/23/20,0,0,
201086,New Mexico,1/24/20,0,0,
201121,New Mexico,1/25/20,0,0,
201156,New Mexico,1/26/20,0,0,
201191,New Mexico,1/27/20,0,0,
201226,New Mexico,1/28/20,0,0,
201261,New Mexico,1/29/20,0,0,
201296,New Mexico,1/30/20,0,0,
201331,New Mexico,1/31/20,0,0,
201366,New Mexico,2/1/20,0,0,
201401,New Mexico,2/2/20,0,0,
201436,New Mexico,2/3/20,0,0,
201471,New Mexico,2/4/20,0,0,
201506,New Mexico,2/5/20,0,0,
201541,New Mexico,2/6/20,0,0,
201576,New Mexico,2/7/20,0,0,
201611,New Mexico,2/8/20,0,0,
201646,New Mexico,2/9/20,0,0,
201681,New Mexico,2/10/20,0,0,
201716,New Mexico,2/11/20,0,0,
201751,New Mexico,2/12/20,0,0,
201786,New Mexico,2/13/20,0,0,
201821,New Mexico,2/14/20,0,0,
201856,New Mexico,2/15/20,0,0,
201891,New Mexico,2/16/20,0,0,
201926,New Mexico,2/17/20,0,0,
201961,New Mexico,2/18/20,0,0,
201996,New Mexico,2/19/20,0,0,
202031,New Mexico,2/20/20,0,0,
202066,New Mexico,2/21/20,0,0,
202101,New Mexico,2/22/20,0,0,
202136,New Mexico,2/23/20,0,0,
202171,New Mexico,2/24/20,0,0,
202206,New Mexico,2/25/20,0,0,
202241,New Mexico,2/26/20,0,0,
202276,New Mexico,2/27/20,0,0,
202311,New Mexico,2/28/20,0,0,
202346,New Mexico,2/29/20,0,0,
202381,New Mexico,3/1/20,0,0,
202416,New Mexico,3/2/20,0,0,
202451,New Mexico,3/3/20,0,0,
202486,New Mexico,3/4/20,0,0,
202521,New Mexico,3/5/20,0,0,
202556,New Mexico,3/6/20,0,0,
202591,New Mexico,3/7/20,0,0,
202626,New Mexico,3/8/20,0,0,
202661,New Mexico,3/9/20,0,0,
202696,New Mexico,3/10/20,0,0,
202731,New Mexico,3/11/20,0,0,
202766,New Mexico,3/12/20,0,0,
202801,New Mexico,3/13/20,0,0,
202836,New Mexico,3/14/20,0,0,
202871,New Mexico,3/15/20,0,0,
202906,New Mexico,3/16/20,0,0,
202941,New Mexico,3/17/20,0,0,
202976,New Mexico,3/18/20,0,0,
203011,New Mexico,3/19/20,0,0,
203046,New Mexico,3/20/20,0,0,
203081,New Mexico,3/21/20,0,0,
203116,New Mexico,3/22/20,0,0,
203151,New Mexico,3/23/20,0,0,
203186,New Mexico,3/24/20,0,1,
203221,New Mexico,3/25/20,0,1,
203256,New Mexico,3/26/20,0,1,
203291,New Mexico,3/27/20,0,1,
203326,New Mexico,3/28/20,0,1,
203361,New Mexico,3/29/20,0,1,
203396,New Mexico,3/30/20,0,1,
203431,New Mexico,3/31/20,0,1,
203466,New Mexico,4/1/20,0,1,
203501,New Mexico,4/2/20,0,1,
203536,New Mexico,4/3/20,0,1,
203571,New Mexico,4/4/20,1,1,
203606,New Mexico,4/5/20,1,1,
203641,New Mexico,4/6/20,1,1,
203676,New Mexico,4/7/20,1,1,
203711,New Mexico,4/8/20,1,1,
203746,New Mexico,4/9/20,1,1,
203781,New Mexico,4/10/20,1,1,
203816,New Mexico,4/11/20,1,1,
203851,New Mexico,4/12/20,1,1,
203886,New Mexico,4/13/20,1,1,
203921,New Mexico,4/14/20,1,1,
203956,New Mexico,4/15/20,1,1,
203991,New Mexico,4/16/20,1,1,
204026,New Mexico,4/17/20,1,1,
204061,New Mexico,4/18/20,1,1,
204096,New Mexico,4/19/20,1,1,
204131,New Mexico,4/20/20,1,1,
204166,New Mexico,4/21/20,1,1,
204201,New Mexico,4/22/20,1,1,
204236,New Mexico,4/23/20,1,1,
204271,New Mexico,4/24/20,1,1,
204306,New Mexico,4/25/20,1,1,
204341,New Mexico,4/26/20,1,1,
204376,New Mexico,4/27/20,1,1,
204411,New Mexico,4/28/20,1,1,
204446,New Mexico,4/29/20,1,1,
204481,New Mexico,4/30/20,1,1,
204516,New Mexico,5/1/20,1,1,
204551,New Mexico,5/2/20,1,1,
204586,New Mexico,5/3/20,1,1,
204621,New Mexico,5/4/20,1,1,
204656,New Mexico,5/5/20,1,1,
204691,New Mexico,5/6/20,1,1,
204726,New Mexico,5/7/20,1,1,
204761,New Mexico,5/8/20,1,1,
204796,New York,1/22/20,0,0,
204860,New York,1/23/20,0,0,
204924,New York,1/24/20,0,0,
204988,New York,1/25/20,0,0,
205052,New York,1/26/20,0,0,
205116,New York,1/27/20,0,0,
205180,New York,1/28/20,0,0,
205244,New York,1/29/20,0,0,
205308,New York,1/30/20,0,0,
205372,New York,1/31/20,0,0,
205436,New York,2/1/20,0,0,
205500,New York,2/2/20,0,0,
205564,New York,2/3/20,0,0,
205628,New York,2/4/20,0,0,
205692,New York,2/5/20,0,0,
205756,New York,2/6/20,0,0,
205820,New York,2/7/20,0,0,
205884,New York,2/8/20,0,0,
205948,New York,2/9/20,0,0,
206012,New York,2/10/20,0,0,
206076,New York,2/11/20,0,0,
206140,New York,2/12/20,0,0,
206204,New York,2/13/20,0,0,
206268,New York,2/14/20,0,0,
206332,New York,2/15/20,0,0,
206396,New York,2/16/20,0,0,
206460,New York,2/17/20,0,0,
206524,New York,2/18/20,0,0,
206588,New York,2/19/20,0,0,
206652,New York,2/20/20,0,0,
206716,New York,2/21/20,0,0,
206780,New York,2/22/20,0,0,
206844,New York,2/23/20,0,0,
206908,New York,2/24/20,0,0,
206972,New York,2/25/20,0,0,
207036,New York,2/26/20,0,0,
207100,New York,2/27/20,0,0,
207164,New York,2/28/20,0,0,
207228,New York,2/29/20,0,0,
207292,New York,3/1/20,0,0,
207356,New York,3/2/20,0,0,
207420,New York,3/3/20,0,0,
207484,New York,3/4/20,0,0,
207548,New York,3/5/20,0,0,
207612,New York,3/6/20,0,0,
207676,New York,3/7/20,0,0,
207740,New York,3/8/20,0,0,
207804,New York,3/9/20,0,0,
207868,New York,3/10/20,0,0,
207932,New York,3/11/20,0,0,
207996,New York,3/12/20,0,0,
208060,New York,3/13/20,0,0,
208124,New York,3/14/20,0,0,
208188,New York,3/15/20,0,0,
208252,New York,3/16/20,0,0,
208316,New York,3/17/20,0,0,
208380,New York,3/18/20,0,0,
208444,New York,3/19/20,0,0,
208508,New York,3/20/20,0,0,
208572,New York,3/21/20,0,0,
208636,New York,3/22/20,0,1,
208700,New York,3/23/20,0,1,
208764,New York,3/24/20,0,1,
208828,New York,3/25/20,0,1,
208892,New York,3/26/20,0,1,
208956,New York,3/27/20,0,1,
209020,New York,3/28/20,0,1,
209084,New York,3/29/20,0,1,
209148,New York,3/30/20,0,1,
209212,New York,3/31/20,0,1,
209276,New York,4/1/20,0,1,
209340,New York,4/2/20,0,1,
209404,New York,4/3/20,0,1,
209468,New York,4/4/20,1,1,
209532,New York,4/5/20,1,1,
209596,New York,4/6/20,1,1,
209660,New York,4/7/20,1,1,
209724,New York,4/8/20,1,1,
209788,New York,4/9/20,1,1,
209852,New York,4/10/20,1,1,
209916,New York,4/11/20,1,1,
209980,New York,4/12/20,1,1,
210044,New York,4/13/20,1,1,
210108,New York,4/14/20,1,1,
210172,New York,4/15/20,1,1,
210236,New York,4/16/20,1,1,
210300,New York,4/17/20,1,1,
210364,New York,4/18/20,1,1,
210428,New York,4/19/20,1,1,
210492,New York,4/20/20,1,1,
210556,New York,4/21/20,1,1,
210620,New York,4/22/20,1,1,
210684,New York,4/23/20,1,1,
210748,New York,4/24/20,1,1,
210812,New York,4/25/20,1,1,
210876,New York,4/26/20,1,1,
210940,New York,4/27/20,1,1,
211004,New York,4/28/20,1,1,
211068,New York,4/29/20,1,1,
211132,New York,4/30/20,1,1,
211196,New York,5/1/20,1,1,
211260,New York,5/2/20,1,1,
211324,New York,5/3/20,1,1,
211388,New York,5/4/20,1,1,
211452,New York,5/5/20,1,1,
211516,New York,5/6/20,1,1,
211580,New York,5/7/20,1,1,
211644,New York,5/8/20,1,1,
211708,North Carolina,1/22/20,0,0,
211810,North Carolina,1/23/20,0,0,
211912,North Carolina,1/24/20,0,0,
212014,North Carolina,1/25/20,0,0,
212116,North Carolina,1/26/20,0,0,
212218,North Carolina,1/27/20,0,0,
212320,North Carolina,1/28/20,0,0,
212422,North Carolina,1/29/20,0,0,
212524,North Carolina,1/30/20,0,0,
212626,North Carolina,1/31/20,0,0,
212728,North Carolina,2/1/20,0,0,
212830,North Carolina,2/2/20,0,0,
212932,North Carolina,2/3/20,0,0,
213034,North Carolina,2/4/20,0,0,
213136,North Carolina,2/5/20,0,0,
213238,North Carolina,2/6/20,0,0,
213340,North Carolina,2/7/20,0,0,
213442,North Carolina,2/8/20,0,0,
213544,North Carolina,2/9/20,0,0,
213646,North Carolina,2/10/20,0,0,
213748,North Carolina,2/11/20,0,0,
213850,North Carolina,2/12/20,0,0,
213952,North Carolina,2/13/20,0,0,
214054,North Carolina,2/14/20,0,0,
214156,North Carolina,2/15/20,0,0,
214258,North Carolina,2/16/20,0,0,
214360,North Carolina,2/17/20,0,0,
214462,North Carolina,2/18/20,0,0,
214564,North Carolina,2/19/20,0,0,
214666,North Carolina,2/20/20,0,0,
214768,North Carolina,2/21/20,0,0,
214870,North Carolina,2/22/20,0,0,
214972,North Carolina,2/23/20,0,0,
215074,North Carolina,2/24/20,0,0,
215176,North Carolina,2/25/20,0,0,
215278,North Carolina,2/26/20,0,0,
215380,North Carolina,2/27/20,0,0,
215482,North Carolina,2/28/20,0,0,
215584,North Carolina,2/29/20,0,0,
215686,North Carolina,3/1/20,0,0,
215788,North Carolina,3/2/20,0,0,
215890,North Carolina,3/3/20,0,0,
215992,North Carolina,3/4/20,0,0,
216094,North Carolina,3/5/20,0,0,
216196,North Carolina,3/6/20,0,0,
216298,North Carolina,3/7/20,0,0,
216400,North Carolina,3/8/20,0,0,
216502,North Carolina,3/9/20,0,0,
216604,North Carolina,3/10/20,0,0,
216706,North Carolina,3/11/20,0,0,
216808,North Carolina,3/12/20,0,0,
216910,North Carolina,3/13/20,0,0,
217012,North Carolina,3/14/20,0,0,
217114,North Carolina,3/15/20,0,0,
217216,North Carolina,3/16/20,0,0,
217318,North Carolina,3/17/20,0,0,
217420,North Carolina,3/18/20,0,0,
217522,North Carolina,3/19/20,0,0,
217624,North Carolina,3/20/20,0,0,
217726,North Carolina,3/21/20,0,0,
217828,North Carolina,3/22/20,0,0,
217930,North Carolina,3/23/20,0,0,
218032,North Carolina,3/24/20,0,0,
218134,North Carolina,3/25/20,0,0,
218236,North Carolina,3/26/20,0,0,
218338,North Carolina,3/27/20,0,0,
218440,North Carolina,3/28/20,0,0,
218542,North Carolina,3/29/20,0,0,
218644,North Carolina,3/30/20,0,1,
218746,North Carolina,3/31/20,0,1,
218848,North Carolina,4/1/20,0,1,
218950,North Carolina,4/2/20,0,1,
219052,North Carolina,4/3/20,0,1,
219154,North Carolina,4/4/20,1,1,
219256,North Carolina,4/5/20,1,1,
219358,North Carolina,4/6/20,1,1,
219460,North Carolina,4/7/20,1,1,
219562,North Carolina,4/8/20,1,1,
219664,North Carolina,4/9/20,1,1,
219766,North Carolina,4/10/20,1,1,
219868,North Carolina,4/11/20,1,1,
219970,North Carolina,4/12/20,1,1,
220072,North Carolina,4/13/20,1,1,
220174,North Carolina,4/14/20,1,1,
220276,North Carolina,4/15/20,1,1,
220378,North Carolina,4/16/20,1,1,
220480,North Carolina,4/17/20,1,1,
220582,North Carolina,4/18/20,1,1,
220684,North Carolina,4/19/20,1,1,
220786,North Carolina,4/20/20,1,1,
220888,North Carolina,4/21/20,1,1,
220990,North Carolina,4/22/20,1,1,
221092,North Carolina,4/23/20,1,1,
221194,North Carolina,4/24/20,1,1,
221296,North Carolina,4/25/20,1,1,
221398,North Carolina,4/26/20,1,1,
221500,North Carolina,4/27/20,1,1,
221602,North Carolina,4/28/20,1,1,
221704,North Carolina,4/29/20,1,1,
221806,North Carolina,4/30/20,1,1,
221908,North Carolina,5/1/20,1,1,
222010,North Carolina,5/2/20,1,1,
222112,North Carolina,5/3/20,1,1,
222214,North Carolina,5/4/20,1,1,
222316,North Carolina,5/5/20,1,1,
222418,North Carolina,5/6/20,1,1,
222520,North Carolina,5/7/20,1,1,
222622,North Carolina,5/8/20,1,1,
222724,North Dakota,1/22/20,0,0,
222779,North Dakota,1/23/20,0,0,
222834,North Dakota,1/24/20,0,0,
222889,North Dakota,1/25/20,0,0,
222944,North Dakota,1/26/20,0,0,
222999,North Dakota,1/27/20,0,0,
223054,North Dakota,1/28/20,0,0,
223109,North Dakota,1/29/20,0,0,
223164,North Dakota,1/30/20,0,0,
223219,North Dakota,1/31/20,0,0,
223274,North Dakota,2/1/20,0,0,
223329,North Dakota,2/2/20,0,0,
223384,North Dakota,2/3/20,0,0,
223439,North Dakota,2/4/20,0,0,
223494,North Dakota,2/5/20,0,0,
223549,North Dakota,2/6/20,0,0,
223604,North Dakota,2/7/20,0,0,
223659,North Dakota,2/8/20,0,0,
223714,North Dakota,2/9/20,0,0,
223769,North Dakota,2/10/20,0,0,
223824,North Dakota,2/11/20,0,0,
223879,North Dakota,2/12/20,0,0,
223934,North Dakota,2/13/20,0,0,
223989,North Dakota,2/14/20,0,0,
224044,North Dakota,2/15/20,0,0,
224099,North Dakota,2/16/20,0,0,
224154,North Dakota,2/17/20,0,0,
224209,North Dakota,2/18/20,0,0,
224264,North Dakota,2/19/20,0,0,
224319,North Dakota,2/20/20,0,0,
224374,North Dakota,2/21/20,0,0,
224429,North Dakota,2/22/20,0,0,
224484,North Dakota,2/23/20,0,0,
224539,North Dakota,2/24/20,0,0,
224594,North Dakota,2/25/20,0,0,
224649,North Dakota,2/26/20,0,0,
224704,North Dakota,2/27/20,0,0,
224759,North Dakota,2/28/20,0,0,
224814,North Dakota,2/29/20,0,0,
224869,North Dakota,3/1/20,0,0,
224924,North Dakota,3/2/20,0,0,
224979,North Dakota,3/3/20,0,0,
225034,North Dakota,3/4/20,0,0,
225089,North Dakota,3/5/20,0,0,
225144,North Dakota,3/6/20,0,0,
225199,North Dakota,3/7/20,0,0,
225254,North Dakota,3/8/20,0,0,
225309,North Dakota,3/9/20,0,0,
225364,North Dakota,3/10/20,0,0,
225419,North Dakota,3/11/20,0,0,
225474,North Dakota,3/12/20,0,0,
225529,North Dakota,3/13/20,0,0,
225584,North Dakota,3/14/20,0,0,
225639,North Dakota,3/15/20,0,0,
225694,North Dakota,3/16/20,0,0,
225749,North Dakota,3/17/20,0,0,
225804,North Dakota,3/18/20,0,0,
225859,North Dakota,3/19/20,0,0,
225914,North Dakota,3/20/20,0,0,
225970,North Dakota,3/21/20,0,0,
226025,North Dakota,3/22/20,0,0,
226080,North Dakota,3/23/20,0,0,
226135,North Dakota,3/24/20,0,0,
226190,North Dakota,3/25/20,0,0,
226245,North Dakota,3/26/20,0,0,
226300,North Dakota,3/27/20,0,0,
226355,North Dakota,3/28/20,0,0,
226410,North Dakota,3/29/20,0,0,
226465,North Dakota,3/30/20,0,0,
226520,North Dakota,3/31/20,0,0,
226575,North Dakota,4/1/20,0,0,
226630,North Dakota,4/2/20,0,0,
226685,North Dakota,4/3/20,0,0,
226740,North Dakota,4/4/20,1,0,
226795,North Dakota,4/5/20,1,0,
226850,North Dakota,4/6/20,1,0,
226905,North Dakota,4/7/20,1,0,
226960,North Dakota,4/8/20,1,0,
227015,North Dakota,4/9/20,1,0,
227070,North Dakota,4/10/20,1,0,
227125,North Dakota,4/11/20,1,0,
227180,North Dakota,4/12/20,1,0,
227235,North Dakota,4/13/20,1,0,
227290,North Dakota,4/14/20,1,0,
227345,North Dakota,4/15/20,1,0,
227400,North Dakota,4/16/20,1,0,
227455,North Dakota,4/17/20,1,0,
227510,North Dakota,4/18/20,1,0,
227565,North Dakota,4/19/20,1,0,
227620,North Dakota,4/20/20,1,0,
227675,North Dakota,4/21/20,1,0,
227730,North Dakota,4/22/20,1,0,
227785,North Dakota,4/23/20,1,0,
227840,North Dakota,4/24/20,1,0,
227895,North Dakota,4/25/20,1,0,
227950,North Dakota,4/26/20,1,0,
228005,North Dakota,4/27/20,1,0,
228060,North Dakota,4/28/20,1,0,
228115,North Dakota,4/29/20,1,0,
228170,North Dakota,4/30/20,1,0,
228225,North Dakota,5/1/20,1,0,
228280,North Dakota,5/2/20,1,0,
228335,North Dakota,5/3/20,1,0,
228390,North Dakota,5/4/20,1,0,
228445,North Dakota,5/5/20,1,0,
228500,North Dakota,5/6/20,1,0,
228555,North Dakota,5/7/20,1,0,
228610,North Dakota,5/8/20,1,0,
228665,Ohio,1/22/20,0,0,
228755,Ohio,1/23/20,0,0,
228845,Ohio,1/24/20,0,0,
228935,Ohio,1/25/20,0,0,
229025,Ohio,1/26/20,0,0,
229115,Ohio,1/27/20,0,0,
229205,Ohio,1/28/20,0,0,
229295,Ohio,1/29/20,0,0,
229385,Ohio,1/30/20,0,0,
229475,Ohio,1/31/20,0,0,
229565,Ohio,2/1/20,0,0,
229655,Ohio,2/2/20,0,0,
229745,Ohio,2/3/20,0,0,
229835,Ohio,2/4/20,0,0,
229925,Ohio,2/5/20,0,0,
230015,Ohio,2/6/20,0,0,
230105,Ohio,2/7/20,0,0,
230195,Ohio,2/8/20,0,0,
230285,Ohio,2/9/20,0,0,
230375,Ohio,2/10/20,0,0,
230465,Ohio,2/11/20,0,0,
230555,Ohio,2/12/20,0,0,
230645,Ohio,2/13/20,0,0,
230735,Ohio,2/14/20,0,0,
230825,Ohio,2/15/20,0,0,
230915,Ohio,2/16/20,0,0,
231005,Ohio,2/17/20,0,0,
231095,Ohio,2/18/20,0,0,
231185,Ohio,2/19/20,0,0,
231275,Ohio,2/20/20,0,0,
231365,Ohio,2/21/20,0,0,
231455,Ohio,2/22/20,0,0,
231545,Ohio,2/23/20,0,0,
231635,Ohio,2/24/20,0,0,
231725,Ohio,2/25/20,0,0,
231815,Ohio,2/26/20,0,0,
231905,Ohio,2/27/20,0,0,
231995,Ohio,2/28/20,0,0,
232085,Ohio,2/29/20,0,0,
232175,Ohio,3/1/20,0,0,
232265,Ohio,3/2/20,0,0,
232355,Ohio,3/3/20,0,0,
232445,Ohio,3/4/20,0,0,
232535,Ohio,3/5/20,0,0,
232625,Ohio,3/6/20,0,0,
232715,Ohio,3/7/20,0,0,
232805,Ohio,3/8/20,0,0,
232895,Ohio,3/9/20,0,0,
232985,Ohio,3/10/20,0,0,
233075,Ohio,3/11/20,0,0,
233165,Ohio,3/12/20,0,0,
233255,Ohio,3/13/20,0,0,
233345,Ohio,3/14/20,0,0,
233435,Ohio,3/15/20,0,0,
233525,Ohio,3/16/20,0,0,
233615,Ohio,3/17/20,0,0,
233705,Ohio,3/18/20,0,0,
233795,Ohio,3/19/20,0,0,
233885,Ohio,3/20/20,0,0,
233975,Ohio,3/21/20,0,0,
234065,Ohio,3/22/20,0,0,
234155,Ohio,3/23/20,0,0,
234245,Ohio,3/24/20,0,1,
234335,Ohio,3/25/20,0,1,
234425,Ohio,3/26/20,0,1,
234515,Ohio,3/27/20,0,1,
234605,Ohio,3/28/20,0,1,
234695,Ohio,3/29/20,0,1,
234785,Ohio,3/30/20,0,1,
234875,Ohio,3/31/20,0,1,
234965,Ohio,4/1/20,0,1,
235055,Ohio,4/2/20,0,1,
235145,Ohio,4/3/20,0,1,
235235,Ohio,4/4/20,1,1,
235325,Ohio,4/5/20,1,1,
235415,Ohio,4/6/20,1,1,
235505,Ohio,4/7/20,1,1,
235595,Ohio,4/8/20,1,1,
235685,Ohio,4/9/20,1,1,
235775,Ohio,4/10/20,1,1,
235865,Ohio,4/11/20,1,1,
235955,Ohio,4/12/20,1,1,
236045,Ohio,4/13/20,1,1,
236135,Ohio,4/14/20,1,1,
236225,Ohio,4/15/20,1,1,
236315,Ohio,4/16/20,1,1,
236405,Ohio,4/17/20,1,1,
236495,Ohio,4/18/20,1,1,
236585,Ohio,4/19/20,1,1,
236675,Ohio,4/20/20,1,1,
236765,Ohio,4/21/20,1,1,
236855,Ohio,4/22/20,1,1,
236945,Ohio,4/23/20,1,1,
237035,Ohio,4/24/20,1,1,
237125,Ohio,4/25/20,1,1,
237215,Ohio,4/26/20,1,1,
237305,Ohio,4/27/20,1,1,
237395,Ohio,4/28/20,1,1,
237485,Ohio,4/29/20,1,1,
237575,Ohio,4/30/20,1,1,
237665,Ohio,5/1/20,1,1,
237755,Ohio,5/2/20,1,1,
237845,Ohio,5/3/20,1,1,
237935,Ohio,5/4/20,1,1,
238025,Ohio,5/5/20,1,1,
238115,Ohio,5/6/20,1,1,
238205,Ohio,5/7/20,1,1,
238295,Ohio,5/8/20,1,1,
238385,Oklahoma,1/22/20,0,0,
238464,Oklahoma,1/23/20,0,0,
238543,Oklahoma,1/24/20,0,0,
238622,Oklahoma,1/25/20,0,0,
238701,Oklahoma,1/26/20,0,0,
238780,Oklahoma,1/27/20,0,0,
238859,Oklahoma,1/28/20,0,0,
238938,Oklahoma,1/29/20,0,0,
239017,Oklahoma,1/30/20,0,0,
239096,Oklahoma,1/31/20,0,0,
239175,Oklahoma,2/1/20,0,0,
239254,Oklahoma,2/2/20,0,0,
239333,Oklahoma,2/3/20,0,0,
239412,Oklahoma,2/4/20,0,0,
239491,Oklahoma,2/5/20,0,0,
239570,Oklahoma,2/6/20,0,0,
239649,Oklahoma,2/7/20,0,0,
239728,Oklahoma,2/8/20,0,0,
239807,Oklahoma,2/9/20,0,0,
239886,Oklahoma,2/10/20,0,0,
239965,Oklahoma,2/11/20,0,0,
240044,Oklahoma,2/12/20,0,0,
240123,Oklahoma,2/13/20,0,0,
240202,Oklahoma,2/14/20,0,0,
240281,Oklahoma,2/15/20,0,0,
240360,Oklahoma,2/16/20,0,0,
240439,Oklahoma,2/17/20,0,0,
240518,Oklahoma,2/18/20,0,0,
240597,Oklahoma,2/19/20,0,0,
240676,Oklahoma,2/20/20,0,0,
240755,Oklahoma,2/21/20,0,0,
240834,Oklahoma,2/22/20,0,0,
240913,Oklahoma,2/23/20,0,0,
240992,Oklahoma,2/24/20,0,0,
241071,Oklahoma,2/25/20,0,0,
241150,Oklahoma,2/26/20,0,0,
241229,Oklahoma,2/27/20,0,0,
241308,Oklahoma,2/28/20,0,0,
241387,Oklahoma,2/29/20,0,0,
241466,Oklahoma,3/1/20,0,0,
241545,Oklahoma,3/2/20,0,0,
241624,Oklahoma,3/3/20,0,0,
241703,Oklahoma,3/4/20,0,0,
241782,Oklahoma,3/5/20,0,0,
241861,Oklahoma,3/6/20,0,0,
241940,Oklahoma,3/7/20,0,0,
242019,Oklahoma,3/8/20,0,0,
242098,Oklahoma,3/9/20,0,0,
242177,Oklahoma,3/10/20,0,0,
242256,Oklahoma,3/11/20,0,0,
242335,Oklahoma,3/12/20,0,0,
242414,Oklahoma,3/13/20,0,0,
242493,Oklahoma,3/14/20,0,0,
242572,Oklahoma,3/15/20,0,0,
242651,Oklahoma,3/16/20,0,0,
242730,Oklahoma,3/17/20,0,0,
242809,Oklahoma,3/18/20,0,0,
242888,Oklahoma,3/19/20,0,0,
242967,Oklahoma,3/20/20,0,0,
243046,Oklahoma,3/21/20,0,0,
243125,Oklahoma,3/22/20,0,0,
243204,Oklahoma,3/23/20,0,0,
243283,Oklahoma,3/24/20,0,0,
243362,Oklahoma,3/25/20,0,0,
243441,Oklahoma,3/26/20,0,0,
243520,Oklahoma,3/27/20,0,0,
243599,Oklahoma,3/28/20,0,0,
243678,Oklahoma,3/29/20,0,0,
243757,Oklahoma,3/30/20,0,0,
243836,Oklahoma,3/31/20,0,0,
243915,Oklahoma,4/1/20,0,0,
243994,Oklahoma,4/2/20,0,0,
244073,Oklahoma,4/3/20,0,0,
244152,Oklahoma,4/4/20,1,0,
244231,Oklahoma,4/5/20,1,0,
244310,Oklahoma,4/6/20,1,0,
244389,Oklahoma,4/7/20,1,0,
244468,Oklahoma,4/8/20,1,0,
244547,Oklahoma,4/9/20,1,0,
244626,Oklahoma,4/10/20,1,0,
244705,Oklahoma,4/11/20,1,0,
244784,Oklahoma,4/12/20,1,0,
244863,Oklahoma,4/13/20,1,0,
244942,Oklahoma,4/14/20,1,0,
245021,Oklahoma,4/15/20,1,0,
245100,Oklahoma,4/16/20,1,0,
245179,Oklahoma,4/17/20,1,0,
245258,Oklahoma,4/18/20,1,0,
245337,Oklahoma,4/19/20,1,0,
245416,Oklahoma,4/20/20,1,0,
245495,Oklahoma,4/21/20,1,0,
245574,Oklahoma,4/22/20,1,0,
245653,Oklahoma,4/23/20,1,0,
245732,Oklahoma,4/24/20,1,0,
245811,Oklahoma,4/25/20,1,0,
245890,Oklahoma,4/26/20,1,0,
245969,Oklahoma,4/27/20,1,0,
246048,Oklahoma,4/28/20,1,0,
246127,Oklahoma,4/29/20,1,0,
246206,Oklahoma,4/30/20,1,0,
246285,Oklahoma,5/1/20,1,0,
246364,Oklahoma,5/2/20,1,0,
246443,Oklahoma,5/3/20,1,0,
246522,Oklahoma,5/4/20,1,0,
246601,Oklahoma,5/5/20,1,0,
246680,Oklahoma,5/6/20,1,0,
246759,Oklahoma,5/7/20,1,0,
